"epoch","l64 - _step","l64 - _step__MIN","l64 - _step__MAX","l64 - val_len","l64 - val_len__MIN","l64 - val_len__MAX","l128 - _step","l128 - _step__MIN","l128 - _step__MAX","l128 - val_len","l128 - val_len__MIN","l128 - val_len__MAX","l8 - _step","l8 - _step__MIN","l8 - _step__MAX","l8 - val_len","l8 - val_len__MIN","l8 - val_len__MAX","l32 - _step","l32 - _step__MIN","l32 - _step__MAX","l32 - val_len","l32 - val_len__MIN","l32 - val_len__MAX","l16 - _step","l16 - _step__MIN","l16 - _step__MAX","l16 - val_len","l16 - val_len__MIN","l16 - val_len__MAX"
"254","2193","2193","2193","59.551998138427734","59.551998138427734","59.551998138427734","2193","2193","2193","87.00558471679688","87.00558471679688","87.00558471679688","2193","2193","2193","6.971833229064941","6.971833229064941","6.971833229064941","2193","2193","2193","19.975082397460938","19.975082397460938","19.975082397460938","2193","2193","2193","15.800666809082031","15.800666809082031","15.800666809082031"
"255","2202","2202","2202","59.62125015258789","59.62125015258789","59.62125015258789","2202","2202","2202","80.46700286865234","80.46700286865234","80.46700286865234","2202","2202","2202","7.164416790008545","7.164416790008545","7.164416790008545","2202","2202","2202","19.83158302307129","19.83158302307129","19.83158302307129","2202","2202","2202","15.645999908447266","15.645999908447266","15.645999908447266"
"256","2210","2210","2210","58.14899826049805","58.14899826049805","58.14899826049805","2210","2210","2210","88.4455795288086","88.4455795288086","88.4455795288086","2210","2210","2210","7.068333148956299","7.068333148956299","7.068333148956299","2210","2210","2210","19.493249893188477","19.493249893188477","19.493249893188477","2210","2210","2210","15.761500358581543","15.761500358581543","15.761500358581543"
"257","2219","2219","2219","60.001583099365234","60.001583099365234","60.001583099365234","2219","2219","2219","91.73241424560547","91.73241424560547","91.73241424560547","2219","2219","2219","7.21441650390625","7.21441650390625","7.21441650390625","2219","2219","2219","19.396333694458008","19.396333694458008","19.396333694458008","2219","2219","2219","15.660083770751953","15.660083770751953","15.660083770751953"
"258","2227","2227","2227","59.49416732788086","59.49416732788086","59.49416732788086","2227","2227","2227","83.37508392333984","83.37508392333984","83.37508392333984","2227","2227","2227","7.0564165115356445","7.0564165115356445","7.0564165115356445","2227","2227","2227","19.32208251953125","19.32208251953125","19.32208251953125","2227","2227","2227","15.772333145141602","15.772333145141602","15.772333145141602"
"259","2236","2236","2236","59.128082275390625","59.128082275390625","59.128082275390625","2236","2236","2236","94.5302505493164","94.5302505493164","94.5302505493164","2236","2236","2236","7.262416839599609","7.262416839599609","7.262416839599609","2236","2236","2236","18.859167098999023","18.859167098999023","18.859167098999023","2236","2236","2236","15.736332893371582","15.736332893371582","15.736332893371582"
"260","2245","2245","2245","59.733917236328125","59.733917236328125","59.733917236328125","2245","2245","2245","95.40291595458984","95.40291595458984","95.40291595458984","2245","2245","2245","7.018833160400391","7.018833160400391","7.018833160400391","2245","2245","2245","19.68083381652832","19.68083381652832","19.68083381652832","2245","2245","2245","15.745833396911621","15.745833396911621","15.745833396911621"
"261","2254","2254","2254","58.695499420166016","58.695499420166016","58.695499420166016","2254","2254","2254","88.1961669921875","88.1961669921875","88.1961669921875","2254","2254","2254","7.102083206176758","7.102083206176758","7.102083206176758","2254","2254","2254","19.65774917602539","19.65774917602539","19.65774917602539","2254","2254","2254","15.710916519165039","15.710916519165039","15.710916519165039"
"262","2262","2262","2262","60.450748443603516","60.450748443603516","60.450748443603516","2262","2262","2262","88.85016632080078","88.85016632080078","88.85016632080078","2262","2262","2262","7.071583271026611","7.071583271026611","7.071583271026611","2262","2262","2262","18.742916107177734","18.742916107177734","18.742916107177734","2262","2262","2262","15.733166694641113","15.733166694641113","15.733166694641113"
"263","2271","2271","2271","59.25466537475586","59.25466537475586","59.25466537475586","2271","2271","2271","90.87991333007812","90.87991333007812","90.87991333007812","2271","2271","2271","7.165833473205566","7.165833473205566","7.165833473205566","2271","2271","2271","19.80525016784668","19.80525016784668","19.80525016784668","2271","2271","2271","15.711416244506836","15.711416244506836","15.711416244506836"
"264","2279","2279","2279","59.15133285522461","59.15133285522461","59.15133285522461","2279","2279","2279","92.9671630859375","92.9671630859375","92.9671630859375","2279","2279","2279","7.005166530609131","7.005166530609131","7.005166530609131","2279","2279","2279","20.102832794189453","20.102832794189453","20.102832794189453","2279","2279","2279","15.77358341217041","15.77358341217041","15.77358341217041"
"265","2288","2288","2288","58.78525161743164","58.78525161743164","58.78525161743164","2288","2288","2288","93.44666290283203","93.44666290283203","93.44666290283203","2288","2288","2288","7.150916576385498","7.150916576385498","7.150916576385498","2288","2288","2288","18.736000061035156","18.736000061035156","18.736000061035156","2288","2288","2288","15.786582946777344","15.786582946777344","15.786582946777344"
"266","2296","2296","2296","59.131832122802734","59.131832122802734","59.131832122802734","2296","2296","2296","83.45916748046875","83.45916748046875","83.45916748046875","2296","2296","2296","7.113666534423828","7.113666534423828","7.113666534423828","2296","2296","2296","19.715999603271484","19.715999603271484","19.715999603271484","2296","2296","2296","15.648666381835938","15.648666381835938","15.648666381835938"
"267","2305","2305","2305","59.69933319091797","59.69933319091797","59.69933319091797","2305","2305","2305","91.3237533569336","91.3237533569336","91.3237533569336","2305","2305","2305","7.0567498207092285","7.0567498207092285","7.0567498207092285","2305","2305","2305","20.804000854492188","20.804000854492188","20.804000854492188","2305","2305","2305","15.70633316040039","15.70633316040039","15.70633316040039"
"268","2313","2313","2313","59.43733215332031","59.43733215332031","59.43733215332031","2313","2313","2313","87.96199798583984","87.96199798583984","87.96199798583984","2313","2313","2313","7.144166469573975","7.144166469573975","7.144166469573975","2313","2313","2313","19.954666137695312","19.954666137695312","19.954666137695312","2313","2313","2313","15.787416458129883","15.787416458129883","15.787416458129883"
"269","2322","2322","2322","59.53883361816406","59.53883361816406","59.53883361816406","2322","2322","2322","93.8734130859375","93.8734130859375","93.8734130859375","2322","2322","2322","7.223583221435547","7.223583221435547","7.223583221435547","2322","2322","2322","21.11891746520996","21.11891746520996","21.11891746520996","2322","2322","2322","15.781083106994629","15.781083106994629","15.781083106994629"
"270","2331","2331","2331","60.36024856567383","60.36024856567383","60.36024856567383","2331","2331","2331","96.14033508300781","96.14033508300781","96.14033508300781","2331","2331","2331","7.2470831871032715","7.2470831871032715","7.2470831871032715","2331","2331","2331","19.00374984741211","19.00374984741211","19.00374984741211","2331","2331","2331","15.751250267028809","15.751250267028809","15.751250267028809"
"271","2340","2340","2340","58.854251861572266","58.854251861572266","58.854251861572266","2340","2340","2340","87.82833099365234","87.82833099365234","87.82833099365234","2340","2340","2340","7.105000019073486","7.105000019073486","7.105000019073486","2340","2340","2340","19.453332901000977","19.453332901000977","19.453332901000977","2340","2340","2340","15.795499801635742","15.795499801635742","15.795499801635742"
"272","2348","2348","2348","59.33208465576172","59.33208465576172","59.33208465576172","2348","2348","2348","85.29458618164062","85.29458618164062","85.29458618164062","2348","2348","2348","7.030416488647461","7.030416488647461","7.030416488647461","2348","2348","2348","19.042749404907227","19.042749404907227","19.042749404907227","2348","2348","2348","15.817749977111816","15.817749977111816","15.817749977111816"
"273","2357","2357","2357","59.89591598510742","59.89591598510742","59.89591598510742","2357","2357","2357","94.38957977294922","94.38957977294922","94.38957977294922","2357","2357","2357","7.05816650390625","7.05816650390625","7.05816650390625","2357","2357","2357","19.387916564941406","19.387916564941406","19.387916564941406","2357","2357","2357","15.768333435058594","15.768333435058594","15.768333435058594"
"274","2365","2365","2365","58.8398323059082","58.8398323059082","58.8398323059082","2365","2365","2365","100.97408294677734","100.97408294677734","100.97408294677734","2365","2365","2365","7.204999923706055","7.204999923706055","7.204999923706055","2365","2365","2365","19.96066665649414","19.96066665649414","19.96066665649414","2365","2365","2365","15.689332962036133","15.689332962036133","15.689332962036133"
"275","2374","2374","2374","58.467918395996094","58.467918395996094","58.467918395996094","2374","2374","2374","100.38400268554688","100.38400268554688","100.38400268554688","2374","2374","2374","7.211750030517578","7.211750030517578","7.211750030517578","2374","2374","2374","19.43341636657715","19.43341636657715","19.43341636657715","2374","2374","2374","15.727582931518555","15.727582931518555","15.727582931518555"
"276","2382","2382","2382","59.55149841308594","59.55149841308594","59.55149841308594","2382","2382","2382","95.9505844116211","95.9505844116211","95.9505844116211","2382","2382","2382","7.202416896820068","7.202416896820068","7.202416896820068","2382","2382","2382","20.742332458496094","20.742332458496094","20.742332458496094","2382","2382","2382","15.660750389099121","15.660750389099121","15.660750389099121"
"277","2391","2391","2391","59.8038330078125","59.8038330078125","59.8038330078125","2391","2391","2391","99.25592041015625","99.25592041015625","99.25592041015625","2391","2391","2391","6.954833507537842","6.954833507537842","6.954833507537842","2391","2391","2391","20.23258399963379","20.23258399963379","20.23258399963379","2391","2391","2391","15.801166534423828","15.801166534423828","15.801166534423828"
"278","2399","2399","2399","59.458168029785156","59.458168029785156","59.458168029785156","2399","2399","2399","102.64458465576172","102.64458465576172","102.64458465576172","2399","2399","2399","7.118249893188477","7.118249893188477","7.118249893188477","2399","2399","2399","19.382917404174805","19.382917404174805","19.382917404174805","2399","2399","2399","15.735416412353516","15.735416412353516","15.735416412353516"
"279","2408","2408","2408","60.7470817565918","60.7470817565918","60.7470817565918","2408","2408","2408","100.17508697509766","100.17508697509766","100.17508697509766","2408","2408","2408","7.131166458129883","7.131166458129883","7.131166458129883","2408","2408","2408","18.67366600036621","18.67366600036621","18.67366600036621","2408","2408","2408","15.74524974822998","15.74524974822998","15.74524974822998"
"280","2417","2417","2417","59.38199996948242","59.38199996948242","59.38199996948242","2417","2417","2417","100.8211669921875","100.8211669921875","100.8211669921875","2417","2417","2417","7.1245832443237305","7.1245832443237305","7.1245832443237305","2417","2417","2417","19.382583618164062","19.382583618164062","19.382583618164062","2417","2417","2417","15.614999771118164","15.614999771118164","15.614999771118164"
"281","2426","2426","2426","60.06100082397461","60.06100082397461","60.06100082397461","2426","2426","2426","97.92566680908203","97.92566680908203","97.92566680908203","2426","2426","2426","6.944666862487793","6.944666862487793","6.944666862487793","2426","2426","2426","19.963666915893555","19.963666915893555","19.963666915893555","2426","2426","2426","15.803667068481445","15.803667068481445","15.803667068481445"
"282","2434","2434","2434","58.998165130615234","58.998165130615234","58.998165130615234","2434","2434","2434","101.64158630371094","101.64158630371094","101.64158630371094","2434","2434","2434","7.20674991607666","7.20674991607666","7.20674991607666","2434","2434","2434","19.24066734313965","19.24066734313965","19.24066734313965","2434","2434","2434","15.849166870117188","15.849166870117188","15.849166870117188"
"283","2443","2443","2443","60.31074905395508","60.31074905395508","60.31074905395508","2443","2443","2443","99.76325225830078","99.76325225830078","99.76325225830078","2443","2443","2443","7.130499839782715","7.130499839782715","7.130499839782715","2443","2443","2443","20.683916091918945","20.683916091918945","20.683916091918945","2443","2443","2443","15.550999641418457","15.550999641418457","15.550999641418457"
"284","2451","2451","2451","60.70249938964844","60.70249938964844","60.70249938964844","2451","2451","2451","102.31016540527344","102.31016540527344","102.31016540527344","2451","2451","2451","7.135583400726318","7.135583400726318","7.135583400726318","2451","2451","2451","20.33358383178711","20.33358383178711","20.33358383178711","2451","2451","2451","15.570416450500488","15.570416450500488","15.570416450500488"
"285","2460","2460","2460","59.715667724609375","59.715667724609375","59.715667724609375","2460","2460","2460","91.270751953125","91.270751953125","91.270751953125","2460","2460","2460","7.085833549499512","7.085833549499512","7.085833549499512","2460","2460","2460","19.357749938964844","19.357749938964844","19.357749938964844","2460","2460","2460","15.543083190917969","15.543083190917969","15.543083190917969"
"286","2468","2468","2468","60.07441711425781","60.07441711425781","60.07441711425781","2468","2468","2468","100.36833190917969","100.36833190917969","100.36833190917969","2468","2468","2468","7.10741662979126","7.10741662979126","7.10741662979126","2468","2468","2468","20.549833297729492","20.549833297729492","20.549833297729492","2468","2468","2468","15.780916213989258","15.780916213989258","15.780916213989258"
"287","2477","2477","2477","59.71424865722656","59.71424865722656","59.71424865722656","2477","2477","2477","80.55408477783203","80.55408477783203","80.55408477783203","2477","2477","2477","7.196166515350342","7.196166515350342","7.196166515350342","2477","2477","2477","20.038583755493164","20.038583755493164","20.038583755493164","2477","2477","2477","15.712750434875488","15.712750434875488","15.712750434875488"
"288","2485","2485","2485","59.250083923339844","59.250083923339844","59.250083923339844","2485","2485","2485","93.66383361816406","93.66383361816406","93.66383361816406","2485","2485","2485","7.1300835609436035","7.1300835609436035","7.1300835609436035","2485","2485","2485","19.673166275024414","19.673166275024414","19.673166275024414","2485","2485","2485","15.498833656311035","15.498833656311035","15.498833656311035"
"289","2494","2494","2494","60.71725082397461","60.71725082397461","60.71725082397461","2494","2494","2494","99.0634994506836","99.0634994506836","99.0634994506836","2494","2494","2494","7.15749979019165","7.15749979019165","7.15749979019165","2494","2494","2494","19.428083419799805","19.428083419799805","19.428083419799805","2494","2494","2494","15.597249984741211","15.597249984741211","15.597249984741211"
"290","2503","2503","2503","59.41791534423828","59.41791534423828","59.41791534423828","2503","2503","2503","97.89524841308594","97.89524841308594","97.89524841308594","2503","2503","2503","7.139833450317383","7.139833450317383","7.139833450317383","2503","2503","2503","20.378334045410156","20.378334045410156","20.378334045410156","2503","2503","2503","15.670583724975586","15.670583724975586","15.670583724975586"
"291","2512","2512","2512","60.795166015625","60.795166015625","60.795166015625","2512","2512","2512","95.99791717529297","95.99791717529297","95.99791717529297","2512","2512","2512","7.168333530426025","7.168333530426025","7.168333530426025","2512","2512","2512","21.131750106811523","21.131750106811523","21.131750106811523","2512","2512","2512","15.64050006866455","15.64050006866455","15.64050006866455"
"292","2520","2520","2520","60.31791687011719","60.31791687011719","60.31791687011719","2520","2520","2520","83.298583984375","83.298583984375","83.298583984375","2520","2520","2520","7.121333122253418","7.121333122253418","7.121333122253418","2520","2520","2520","20.053333282470703","20.053333282470703","20.053333282470703","2520","2520","2520","15.59083366394043","15.59083366394043","15.59083366394043"
"293","2529","2529","2529","59.84700012207031","59.84700012207031","59.84700012207031","2529","2529","2529","89.43875122070312","89.43875122070312","89.43875122070312","2529","2529","2529","7.013999938964844","7.013999938964844","7.013999938964844","2529","2529","2529","21.197999954223633","21.197999954223633","21.197999954223633","2529","2529","2529","15.437000274658203","15.437000274658203","15.437000274658203"
"294","2537","2537","2537","59.7956657409668","59.7956657409668","59.7956657409668","2537","2537","2537","87.78191375732422","87.78191375732422","87.78191375732422","2537","2537","2537","7.140250205993652","7.140250205993652","7.140250205993652","2537","2537","2537","19.669666290283203","19.669666290283203","19.669666290283203","2537","2537","2537","15.56191635131836","15.56191635131836","15.56191635131836"
"295","2546","2546","2546","60.68433380126953","60.68433380126953","60.68433380126953","2546","2546","2546","89.81441497802734","89.81441497802734","89.81441497802734","2546","2546","2546","7.193833351135254","7.193833351135254","7.193833351135254","2546","2546","2546","20.128416061401367","20.128416061401367","20.128416061401367","2546","2546","2546","15.637083053588867","15.637083053588867","15.637083053588867"
"296","2554","2554","2554","59.869415283203125","59.869415283203125","59.869415283203125","2554","2554","2554","102.38833618164062","102.38833618164062","102.38833618164062","2554","2554","2554","7.1207499504089355","7.1207499504089355","7.1207499504089355","2554","2554","2554","19.066415786743164","19.066415786743164","19.066415786743164","2554","2554","2554","15.559749603271484","15.559749603271484","15.559749603271484"
"297","2563","2563","2563","60.16583251953125","60.16583251953125","60.16583251953125","2563","2563","2563","90.5929183959961","90.5929183959961","90.5929183959961","2563","2563","2563","6.850083351135254","6.850083351135254","6.850083351135254","2563","2563","2563","19.588666915893555","19.588666915893555","19.588666915893555","2563","2563","2563","15.470166206359863","15.470166206359863","15.470166206359863"
"298","2571","2571","2571","60.06633377075195","60.06633377075195","60.06633377075195","2571","2571","2571","85.92741394042969","85.92741394042969","85.92741394042969","2571","2571","2571","7.056833267211914","7.056833267211914","7.056833267211914","2571","2571","2571","20.578916549682617","20.578916549682617","20.578916549682617","2571","2571","2571","15.45324993133545","15.45324993133545","15.45324993133545"
"299","2580","2580","2580","59.09058380126953","59.09058380126953","59.09058380126953","2580","2580","2580","97.26441955566406","97.26441955566406","97.26441955566406","2580","2580","2580","7.1554999351501465","7.1554999351501465","7.1554999351501465","2580","2580","2580","19.848249435424805","19.848249435424805","19.848249435424805","2580","2580","2580","15.721333503723145","15.721333503723145","15.721333503723145"
"300","2589","2589","2589","59.55083465576172","59.55083465576172","59.55083465576172","2589","2589","2589","96.04924774169922","96.04924774169922","96.04924774169922","2589","2589","2589","7.008416652679443","7.008416652679443","7.008416652679443","2589","2589","2589","19.650833129882812","19.650833129882812","19.650833129882812","2589","2589","2589","15.643750190734863","15.643750190734863","15.643750190734863"
"301","2598","2598","2598","59.57775115966797","59.57775115966797","59.57775115966797","2598","2598","2598","96.49250030517578","96.49250030517578","96.49250030517578","2598","2598","2598","7.056833267211914","7.056833267211914","7.056833267211914","2598","2598","2598","19.221582412719727","19.221582412719727","19.221582412719727","2598","2598","2598","15.62125015258789","15.62125015258789","15.62125015258789"
"302","2606","2606","2606","60.16041564941406","60.16041564941406","60.16041564941406","2606","2606","2606","98.74283599853516","98.74283599853516","98.74283599853516","2606","2606","2606","7.098999977111816","7.098999977111816","7.098999977111816","2606","2606","2606","20.300750732421875","20.300750732421875","20.300750732421875","2606","2606","2606","15.413166999816895","15.413166999816895","15.413166999816895"
"303","2615","2615","2615","59.7765007019043","59.7765007019043","59.7765007019043","2615","2615","2615","96.85808563232422","96.85808563232422","96.85808563232422","2615","2615","2615","7.123083114624023","7.123083114624023","7.123083114624023","2615","2615","2615","19.8834171295166","19.8834171295166","19.8834171295166","2615","2615","2615","15.536749839782715","15.536749839782715","15.536749839782715"
"304","2623","2623","2623","59.28108215332031","59.28108215332031","59.28108215332031","2623","2623","2623","89.60966491699219","89.60966491699219","89.60966491699219","2623","2623","2623","6.76033353805542","6.76033353805542","6.76033353805542","2623","2623","2623","19.188583374023438","19.188583374023438","19.188583374023438","2623","2623","2623","15.75291633605957","15.75291633605957","15.75291633605957"
"305","2632","2632","2632","60.06016540527344","60.06016540527344","60.06016540527344","2632","2632","2632","85.15833282470703","85.15833282470703","85.15833282470703","2632","2632","2632","7.090333461761475","7.090333461761475","7.090333461761475","2632","2632","2632","20.013916015625","20.013916015625","20.013916015625","2632","2632","2632","15.652416229248047","15.652416229248047","15.652416229248047"
"306","2640","2640","2640","58.93341827392578","58.93341827392578","58.93341827392578","2640","2640","2640","81.9530029296875","81.9530029296875","81.9530029296875","2640","2640","2640","7.014500141143799","7.014500141143799","7.014500141143799","2640","2640","2640","18.510499954223633","18.510499954223633","18.510499954223633","2640","2640","2640","15.547833442687988","15.547833442687988","15.547833442687988"
"307","2649","2649","2649","59.63174819946289","59.63174819946289","59.63174819946289","2649","2649","2649","94.25141906738281","94.25141906738281","94.25141906738281","2649","2649","2649","7.0680832862854","7.0680832862854","7.0680832862854","2649","2649","2649","20.096250534057617","20.096250534057617","20.096250534057617","2649","2649","2649","15.555916786193848","15.555916786193848","15.555916786193848"
"308","2657","2657","2657","60.1662483215332","60.1662483215332","60.1662483215332","2657","2657","2657","98.53941345214844","98.53941345214844","98.53941345214844","2657","2657","2657","7.099916458129883","7.099916458129883","7.099916458129883","2657","2657","2657","19.771499633789062","19.771499633789062","19.771499633789062","2657","2657","2657","15.514416694641113","15.514416694641113","15.514416694641113"
"309","2666","2666","2666","59.7321662902832","59.7321662902832","59.7321662902832","2666","2666","2666","92.55783081054688","92.55783081054688","92.55783081054688","2666","2666","2666","6.944333553314209","6.944333553314209","6.944333553314209","2666","2666","2666","19.70949935913086","19.70949935913086","19.70949935913086","2666","2666","2666","15.495083808898926","15.495083808898926","15.495083808898926"
"310","2675","2675","2675","59.826751708984375","59.826751708984375","59.826751708984375","2675","2675","2675","95.18891906738281","95.18891906738281","95.18891906738281","2675","2675","2675","7.0908331871032715","7.0908331871032715","7.0908331871032715","2675","2675","2675","19.751667022705078","19.751667022705078","19.751667022705078","2675","2675","2675","15.48324966430664","15.48324966430664","15.48324966430664"
"311","2684","2684","2684","58.02483367919922","58.02483367919922","58.02483367919922","2684","2684","2684","96.40958404541016","96.40958404541016","96.40958404541016","2684","2684","2684","7.154416561126709","7.154416561126709","7.154416561126709","2684","2684","2684","19.608165740966797","19.608165740966797","19.608165740966797","2684","2684","2684","15.42549991607666","15.42549991607666","15.42549991607666"
"312","2692","2692","2692","59.24100112915039","59.24100112915039","59.24100112915039","2692","2692","2692","94.79133605957031","94.79133605957031","94.79133605957031","2692","2692","2692","6.973916530609131","6.973916530609131","6.973916530609131","2692","2692","2692","20.03558349609375","20.03558349609375","20.03558349609375","2692","2692","2692","15.61816692352295","15.61816692352295","15.61816692352295"
"313","2701","2701","2701","59.73441696166992","59.73441696166992","59.73441696166992","2701","2701","2701","97.46366882324219","97.46366882324219","97.46366882324219","2701","2701","2701","7.012249946594238","7.012249946594238","7.012249946594238","2701","2701","2701","19.522499084472656","19.522499084472656","19.522499084472656","2701","2701","2701","15.782666206359863","15.782666206359863","15.782666206359863"
"314","2709","2709","2709","59.549251556396484","59.549251556396484","59.549251556396484","2709","2709","2709","93.07308197021484","93.07308197021484","93.07308197021484","2709","2709","2709","6.94950008392334","6.94950008392334","6.94950008392334","2709","2709","2709","20.592500686645508","20.592500686645508","20.592500686645508","2709","2709","2709","15.563416481018066","15.563416481018066","15.563416481018066"
"315","2718","2718","2718","59.75941848754883","59.75941848754883","59.75941848754883","2718","2718","2718","83.95991516113281","83.95991516113281","83.95991516113281","2718","2718","2718","6.912416458129883","6.912416458129883","6.912416458129883","2718","2718","2718","19.841333389282227","19.841333389282227","19.841333389282227","2718","2718","2718","15.605999946594238","15.605999946594238","15.605999946594238"
"316","2726","2726","2726","60.0682487487793","60.0682487487793","60.0682487487793","2726","2726","2726","92.53575134277344","92.53575134277344","92.53575134277344","2726","2726","2726","7.137166500091553","7.137166500091553","7.137166500091553","2726","2726","2726","19.45941734313965","19.45941734313965","19.45941734313965","2726","2726","2726","15.690500259399414","15.690500259399414","15.690500259399414"
"317","2735","2735","2735","60.43000030517578","60.43000030517578","60.43000030517578","2735","2735","2735","92.5998306274414","92.5998306274414","92.5998306274414","2735","2735","2735","7.044333457946777","7.044333457946777","7.044333457946777","2735","2735","2735","19.36191749572754","19.36191749572754","19.36191749572754","2735","2735","2735","15.670249938964844","15.670249938964844","15.670249938964844"
"318","2743","2743","2743","60.14791488647461","60.14791488647461","60.14791488647461","2743","2743","2743","90.06649780273438","90.06649780273438","90.06649780273438","2743","2743","2743","7.103916645050049","7.103916645050049","7.103916645050049","2743","2743","2743","19.831167221069336","19.831167221069336","19.831167221069336","2743","2743","2743","15.739500045776367","15.739500045776367","15.739500045776367"
"319","2752","2752","2752","59.1254997253418","59.1254997253418","59.1254997253418","2752","2752","2752","91.6866683959961","91.6866683959961","91.6866683959961","2752","2752","2752","7.2245001792907715","7.2245001792907715","7.2245001792907715","2752","2752","2752","19.622167587280273","19.622167587280273","19.622167587280273","2752","2752","2752","15.661999702453613","15.661999702453613","15.661999702453613"
"320","2761","2761","2761","59.288333892822266","59.288333892822266","59.288333892822266","2761","2761","2761","91.17491912841797","91.17491912841797","91.17491912841797","2761","2761","2761","7.1616668701171875","7.1616668701171875","7.1616668701171875","2761","2761","2761","19.954750061035156","19.954750061035156","19.954750061035156","2761","2761","2761","15.360917091369629","15.360917091369629","15.360917091369629"
"321","2770","2770","2770","60.35858154296875","60.35858154296875","60.35858154296875","2770","2770","2770","93.36558532714844","93.36558532714844","93.36558532714844","2770","2770","2770","7.137166500091553","7.137166500091553","7.137166500091553","2770","2770","2770","19.26474952697754","19.26474952697754","19.26474952697754","2770","2770","2770","15.613916397094727","15.613916397094727","15.613916397094727"
"322","2778","2778","2778","59.893917083740234","59.893917083740234","59.893917083740234","2778","2778","2778","82.0390853881836","82.0390853881836","82.0390853881836","2778","2778","2778","7.039000034332275","7.039000034332275","7.039000034332275","2778","2778","2778","18.88599967956543","18.88599967956543","18.88599967956543","2778","2778","2778","15.613666534423828","15.613666534423828","15.613666534423828"
"323","2787","2787","2787","59.661415100097656","59.661415100097656","59.661415100097656","2787","2787","2787","70.50641632080078","70.50641632080078","70.50641632080078","2787","2787","2787","7.086416721343994","7.086416721343994","7.086416721343994","2787","2787","2787","19.3211669921875","19.3211669921875","19.3211669921875","2787","2787","2787","15.654166221618652","15.654166221618652","15.654166221618652"
"324","2795","2795","2795","60.46733474731445","60.46733474731445","60.46733474731445","2795","2795","2795","74.46808624267578","74.46808624267578","74.46808624267578","2795","2795","2795","7.1845831871032715","7.1845831871032715","7.1845831871032715","2795","2795","2795","20.132667541503906","20.132667541503906","20.132667541503906","2795","2795","2795","15.689499855041504","15.689499855041504","15.689499855041504"
"325","2804","2804","2804","59.10783386230469","59.10783386230469","59.10783386230469","2804","2804","2804","78.14824676513672","78.14824676513672","78.14824676513672","2804","2804","2804","7.151583194732666","7.151583194732666","7.151583194732666","2804","2804","2804","20.31908416748047","20.31908416748047","20.31908416748047","2804","2804","2804","15.6225004196167","15.6225004196167","15.6225004196167"
"326","2812","2812","2812","58.865665435791016","58.865665435791016","58.865665435791016","2812","2812","2812","80.42566680908203","80.42566680908203","80.42566680908203","2812","2812","2812","7.1601667404174805","7.1601667404174805","7.1601667404174805","2812","2812","2812","20.119667053222656","20.119667053222656","20.119667053222656","2812","2812","2812","15.535249710083008","15.535249710083008","15.535249710083008"
"327","2821","2821","2821","60.21424865722656","60.21424865722656","60.21424865722656","2821","2821","2821","84.14241790771484","84.14241790771484","84.14241790771484","2821","2821","2821","7.064333438873291","7.064333438873291","7.064333438873291","2821","2821","2821","20.534250259399414","20.534250259399414","20.534250259399414","2821","2821","2821","15.616582870483398","15.616582870483398","15.616582870483398"
"328","2829","2829","2829","59.458499908447266","59.458499908447266","59.458499908447266","2829","2829","2829","85.31307983398438","85.31307983398438","85.31307983398438","2829","2829","2829","7.117083549499512","7.117083549499512","7.117083549499512","2829","2829","2829","19.906999588012695","19.906999588012695","19.906999588012695","2829","2829","2829","15.465332984924316","15.465332984924316","15.465332984924316"
"329","2838","2838","2838","60.847251892089844","60.847251892089844","60.847251892089844","2838","2838","2838","87.95691680908203","87.95691680908203","87.95691680908203","2838","2838","2838","7.100749969482422","7.100749969482422","7.100749969482422","2838","2838","2838","19.373750686645508","19.373750686645508","19.373750686645508","2838","2838","2838","15.68316650390625","15.68316650390625","15.68316650390625"
"330","2847","2847","2847","60.09258270263672","60.09258270263672","60.09258270263672","2847","2847","2847","86.0929183959961","86.0929183959961","86.0929183959961","2847","2847","2847","7.078000068664551","7.078000068664551","7.078000068664551","2847","2847","2847","20.373249053955078","20.373249053955078","20.373249053955078","2847","2847","2847","15.539750099182129","15.539750099182129","15.539750099182129"
"331","2856","2856","2856","59.9474983215332","59.9474983215332","59.9474983215332","2856","2856","2856","87.34883117675781","87.34883117675781","87.34883117675781","2856","2856","2856","7.134583473205566","7.134583473205566","7.134583473205566","2856","2856","2856","19.495250701904297","19.495250701904297","19.495250701904297","2856","2856","2856","15.620499610900879","15.620499610900879","15.620499610900879"
"332","2864","2864","2864","60.463417053222656","60.463417053222656","60.463417053222656","2864","2864","2864","92.89291381835938","92.89291381835938","92.89291381835938","2864","2864","2864","6.97041654586792","6.97041654586792","6.97041654586792","2864","2864","2864","19.7728328704834","19.7728328704834","19.7728328704834","2864","2864","2864","15.509583473205566","15.509583473205566","15.509583473205566"
"333","2873","2873","2873","60.82083511352539","60.82083511352539","60.82083511352539","2873","2873","2873","88.83574676513672","88.83574676513672","88.83574676513672","2873","2873","2873","7.043499946594238","7.043499946594238","7.043499946594238","2873","2873","2873","19.465749740600586","19.465749740600586","19.465749740600586","2873","2873","2873","15.705833435058594","15.705833435058594","15.705833435058594"
