"epoch","l64 - _step","l64 - _step__MIN","l64 - _step__MAX","l64 - val_len","l64 - val_len__MIN","l64 - val_len__MAX","l128 - _step","l128 - _step__MIN","l128 - _step__MAX","l128 - val_len","l128 - val_len__MIN","l128 - val_len__MAX","l8 - _step","l8 - _step__MIN","l8 - _step__MAX","l8 - val_len","l8 - val_len__MIN","l8 - val_len__MAX","l32 - _step","l32 - _step__MIN","l32 - _step__MAX","l32 - val_len","l32 - val_len__MIN","l32 - val_len__MAX","l16 - _step","l16 - _step__MIN","l16 - _step__MAX","l16 - val_len","l16 - val_len__MIN","l16 - val_len__MAX"
"1120","9641","9641","9641","62.96274948120117","62.96274948120117","62.96274948120117","","","","","","","","","","","","","","","","","","","","","","","",""
"1121","9650","9650","9650","62.63858413696289","62.63858413696289","62.63858413696289","","","","","","","","","","","","","","","","","","","","","","","",""
"1122","9658","9658","9658","62.7899169921875","62.7899169921875","62.7899169921875","","","","","","","","","","","","","","","","","","","","","","","",""
"1123","9667","9667","9667","62.8779182434082","62.8779182434082","62.8779182434082","","","","","","","","","","","","","","","","","","","","","","","",""
"1124","9675","9675","9675","62.706085205078125","62.706085205078125","62.706085205078125","","","","","","","","","","","","","","","","","","","","","","","",""
"1125","9684","9684","9684","63.07441711425781","63.07441711425781","63.07441711425781","","","","","","","","","","","","","","","","","","","","","","","",""
"1126","9692","9692","9692","62.95283508300781","62.95283508300781","62.95283508300781","","","","","","","","","","","","","","","","","","","","","","","",""
"1127","9701","9701","9701","62.8494987487793","62.8494987487793","62.8494987487793","","","","","","","","","","","","","","","","","","","","","","","",""
"1128","9709","9709","9709","62.837249755859375","62.837249755859375","62.837249755859375","","","","","","","","","","","","","","","","","","","","","","","",""
"1129","9718","9718","9718","62.548248291015625","62.548248291015625","62.548248291015625","","","","","","","","","","","","","","","","","","","","","","","",""
"1130","9727","9727","9727","62.874168395996094","62.874168395996094","62.874168395996094","","","","","","","","","","","","","","","","","","","","","","","",""
"1131","9736","9736","9736","62.86375045776367","62.86375045776367","62.86375045776367","","","","","","","","","","","","","","","","","","","","","","","",""
"1132","9744","9744","9744","62.64550018310547","62.64550018310547","62.64550018310547","","","","","","","","","","","","","","","","","","","","","","","",""
"1133","9753","9753","9753","63.250667572021484","63.250667572021484","63.250667572021484","","","","","","","","","","","","","","","","","","","","","","","",""
"1134","9761","9761","9761","62.757999420166016","62.757999420166016","62.757999420166016","","","","","","","","","","","","","","","","","","","","","","","",""
"1135","9770","9770","9770","62.59866714477539","62.59866714477539","62.59866714477539","","","","","","","","","","","","","","","","","","","","","","","",""
"1136","9778","9778","9778","62.6428337097168","62.6428337097168","62.6428337097168","","","","","","","","","","","","","","","","","","","","","","","",""
"1137","9787","9787","9787","62.68391799926758","62.68391799926758","62.68391799926758","","","","","","","","","","","","","","","","","","","","","","","",""
"1138","9795","9795","9795","62.641082763671875","62.641082763671875","62.641082763671875","","","","","","","","","","","","","","","","","","","","","","","",""
"1139","9804","9804","9804","62.626914978027344","62.626914978027344","62.626914978027344","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","9813","9813","9813","62.78158187866211","62.78158187866211","62.78158187866211","","","","","","","","","","","","","","","","","","","","","","","",""
"1141","9822","9822","9822","62.69091796875","62.69091796875","62.69091796875","","","","","","","","","","","","","","","","","","","","","","","",""
"1142","9830","9830","9830","62.9010009765625","62.9010009765625","62.9010009765625","","","","","","","","","","","","","","","","","","","","","","","",""
"1143","9839","9839","9839","62.895084381103516","62.895084381103516","62.895084381103516","","","","","","","","","","","","","","","","","","","","","","","",""
"1144","9847","9847","9847","62.7765007019043","62.7765007019043","62.7765007019043","","","","","","","","","","","","","","","","","","","","","","","",""
"1145","9856","9856","9856","62.67991638183594","62.67991638183594","62.67991638183594","","","","","","","","","","","","","","","","","","","","","","","",""
"1146","9864","9864","9864","62.61674880981445","62.61674880981445","62.61674880981445","","","","","","","","","","","","","","","","","","","","","","","",""
"1147","9873","9873","9873","63.10475158691406","63.10475158691406","63.10475158691406","","","","","","","","","","","","","","","","","","","","","","","",""
"1148","9881","9881","9881","62.79308319091797","62.79308319091797","62.79308319091797","","","","","","","","","","","","","","","","","","","","","","","",""
"1149","9890","9890","9890","62.967918395996094","62.967918395996094","62.967918395996094","","","","","","","","","","","","","","","","","","","","","","","",""
"1150","9899","9899","9899","63.08491516113281","63.08491516113281","63.08491516113281","","","","","","","","","","","","","","","","","","","","","","","",""
"1151","9908","9908","9908","62.78591537475586","62.78591537475586","62.78591537475586","","","","","","","","","","","","","","","","","","","","","","","",""
"1152","9916","9916","9916","62.84091567993164","62.84091567993164","62.84091567993164","","","","","","","","","","","","","","","","","","","","","","","",""
"1153","9925","9925","9925","62.976417541503906","62.976417541503906","62.976417541503906","","","","","","","","","","","","","","","","","","","","","","","",""
"1154","9933","9933","9933","62.659751892089844","62.659751892089844","62.659751892089844","","","","","","","","","","","","","","","","","","","","","","","",""
"1155","9942","9942","9942","62.999000549316406","62.999000549316406","62.999000549316406","","","","","","","","","","","","","","","","","","","","","","","",""
"1156","9950","9950","9950","62.91116714477539","62.91116714477539","62.91116714477539","","","","","","","","","","","","","","","","","","","","","","","",""
"1157","9959","9959","9959","62.942832946777344","62.942832946777344","62.942832946777344","","","","","","","","","","","","","","","","","","","","","","","",""
"1158","9967","9967","9967","62.7894172668457","62.7894172668457","62.7894172668457","","","","","","","","","","","","","","","","","","","","","","","",""
"1159","9976","9976","9976","62.96491622924805","62.96491622924805","62.96491622924805","","","","","","","","","","","","","","","","","","","","","","","",""
"1160","9985","9985","9985","62.82816696166992","62.82816696166992","62.82816696166992","","","","","","","","","","","","","","","","","","","","","","","",""
"1161","9994","9994","9994","62.9879150390625","62.9879150390625","62.9879150390625","","","","","","","","","","","","","","","","","","","","","","","",""
"1162","10002","10002","10002","62.68341827392578","62.68341827392578","62.68341827392578","","","","","","","","","","","","","","","","","","","","","","","",""
"1163","10011","10011","10011","63.13100051879883","63.13100051879883","63.13100051879883","","","","","","","","","","","","","","","","","","","","","","","",""
"1164","10019","10019","10019","63.24191665649414","63.24191665649414","63.24191665649414","","","","","","","","","","","","","","","","","","","","","","","",""
"1165","10028","10028","10028","62.91641616821289","62.91641616821289","62.91641616821289","","","","","","","","","","","","","","","","","","","","","","","",""
"1166","10036","10036","10036","63.12408447265625","63.12408447265625","63.12408447265625","","","","","","","","","","","","","","","","","","","","","","","",""
"1167","10045","10045","10045","62.987083435058594","62.987083435058594","62.987083435058594","","","","","","","","","","","","","","","","","","","","","","","",""
"1168","10053","10053","10053","63.06966781616211","63.06966781616211","63.06966781616211","","","","","","","","","","","","","","","","","","","","","","","",""
"1169","10062","10062","10062","62.911251068115234","62.911251068115234","62.911251068115234","","","","","","","","","","","","","","","","","","","","","","","",""
"1170","10071","10071","10071","62.951332092285156","62.951332092285156","62.951332092285156","","","","","","","","","","","","","","","","","","","","","","","",""
"1171","10080","10080","10080","62.85858154296875","62.85858154296875","62.85858154296875","","","","","","","","","","","","","","","","","","","","","","","",""
"1172","10088","10088","10088","63.030582427978516","63.030582427978516","63.030582427978516","","","","","","","","","","","","","","","","","","","","","","","",""
"1173","10097","10097","10097","62.87558364868164","62.87558364868164","62.87558364868164","","","","","","","","","","","","","","","","","","","","","","","",""
"1174","10105","10105","10105","62.849334716796875","62.849334716796875","62.849334716796875","","","","","","","","","","","","","","","","","","","","","","","",""
"1175","10114","10114","10114","63.0837516784668","63.0837516784668","63.0837516784668","","","","","","","","","","","","","","","","","","","","","","","",""
"1176","10122","10122","10122","63.121665954589844","63.121665954589844","63.121665954589844","","","","","","","","","","","","","","","","","","","","","","","",""
"1177","10131","10131","10131","62.787418365478516","62.787418365478516","62.787418365478516","","","","","","","","","","","","","","","","","","","","","","","",""
"1178","10139","10139","10139","62.67333221435547","62.67333221435547","62.67333221435547","","","","","","","","","","","","","","","","","","","","","","","",""
"1179","10148","10148","10148","63.261417388916016","63.261417388916016","63.261417388916016","","","","","","","","","","","","","","","","","","","","","","","",""
"1180","10157","10157","10157","63.16225051879883","63.16225051879883","63.16225051879883","","","","","","","","","","","","","","","","","","","","","","","",""
"1181","10166","10166","10166","62.87816619873047","62.87816619873047","62.87816619873047","","","","","","","","","","","","","","","","","","","","","","","",""
"1182","10174","10174","10174","62.928001403808594","62.928001403808594","62.928001403808594","","","","","","","","","","","","","","","","","","","","","","","",""
"1183","10183","10183","10183","63.14383316040039","63.14383316040039","63.14383316040039","","","","","","","","","","","","","","","","","","","","","","","",""
"1184","10191","10191","10191","63.011749267578125","63.011749267578125","63.011749267578125","","","","","","","","","","","","","","","","","","","","","","","",""
"1185","10200","10200","10200","62.63566589355469","62.63566589355469","62.63566589355469","","","","","","","","","","","","","","","","","","","","","","","",""
"1186","10208","10208","10208","63.08124923706055","63.08124923706055","63.08124923706055","","","","","","","","","","","","","","","","","","","","","","","",""
"1187","10217","10217","10217","62.92100143432617","62.92100143432617","62.92100143432617","","","","","","","","","","","","","","","","","","","","","","","",""
"1188","10225","10225","10225","62.84550094604492","62.84550094604492","62.84550094604492","","","","","","","","","","","","","","","","","","","","","","","",""
"1189","10234","10234","10234","62.74599838256836","62.74599838256836","62.74599838256836","","","","","","","","","","","","","","","","","","","","","","","",""
"1190","10243","10243","10243","62.72516632080078","62.72516632080078","62.72516632080078","","","","","","","","","","","","","","","","","","","","","","","",""
"1191","10252","10252","10252","63.044166564941406","63.044166564941406","63.044166564941406","","","","","","","","","","","","","","","","","","","","","","","",""
"1192","10260","10260","10260","63.04691696166992","63.04691696166992","63.04691696166992","","","","","","","","","","","","","","","","","","","","","","","",""
"1193","10269","10269","10269","62.99449920654297","62.99449920654297","62.99449920654297","","","","","","","","","","","","","","","","","","","","","","","",""
"1194","10277","10277","10277","62.8245849609375","62.8245849609375","62.8245849609375","","","","","","","","","","","","","","","","","","","","","","","",""
"1195","10286","10286","10286","63.092918395996094","63.092918395996094","63.092918395996094","","","","","","","","","","","","","","","","","","","","","","","",""
"1196","10294","10294","10294","62.869834899902344","62.869834899902344","62.869834899902344","","","","","","","","","","","","","","","","","","","","","","","",""
"1197","10303","10303","10303","63.190582275390625","63.190582275390625","63.190582275390625","","","","","","","","","","","","","","","","","","","","","","","",""
"1198","10311","10311","10311","62.95574951171875","62.95574951171875","62.95574951171875","","","","","","","","","","","","","","","","","","","","","","","",""
"1199","10320","10320","10320","62.681583404541016","62.681583404541016","62.681583404541016","","","","","","","","","","","","","","","","","","","","","","","",""
"1200","10329","10329","10329","62.67391586303711","62.67391586303711","62.67391586303711","","","","","","","","","","","","","","","","","","","","","","","",""
"1201","10338","10338","10338","63.1441650390625","63.1441650390625","63.1441650390625","","","","","","","","","","","","","","","","","","","","","","","",""
"1202","10346","10346","10346","62.83583450317383","62.83583450317383","62.83583450317383","","","","","","","","","","","","","","","","","","","","","","","",""
"1203","10355","10355","10355","62.80683517456055","62.80683517456055","62.80683517456055","","","","","","","","","","","","","","","","","","","","","","","",""
"1204","10363","10363","10363","63.02583312988281","63.02583312988281","63.02583312988281","","","","","","","","","","","","","","","","","","","","","","","",""
"1205","10372","10372","10372","63.337833404541016","63.337833404541016","63.337833404541016","","","","","","","","","","","","","","","","","","","","","","","",""
"1206","10380","10380","10380","62.71141815185547","62.71141815185547","62.71141815185547","","","","","","","","","","","","","","","","","","","","","","","",""
"1207","10389","10389","10389","63.049835205078125","63.049835205078125","63.049835205078125","","","","","","","","","","","","","","","","","","","","","","","",""
"1208","10397","10397","10397","62.7365837097168","62.7365837097168","62.7365837097168","","","","","","","","","","","","","","","","","","","","","","","",""
"1209","10406","10406","10406","63.126251220703125","63.126251220703125","63.126251220703125","","","","","","","","","","","","","","","","","","","","","","","",""
"1210","10415","10415","10415","63.16725158691406","63.16725158691406","63.16725158691406","","","","","","","","","","","","","","","","","","","","","","","",""
"1211","10424","10424","10424","62.87841796875","62.87841796875","62.87841796875","","","","","","","","","","","","","","","","","","","","","","","",""
"1212","10432","10432","10432","62.82008361816406","62.82008361816406","62.82008361816406","","","","","","","","","","","","","","","","","","","","","","","",""
"1213","10441","10441","10441","62.747833251953125","62.747833251953125","62.747833251953125","","","","","","","","","","","","","","","","","","","","","","","",""
"1214","10449","10449","10449","62.952999114990234","62.952999114990234","62.952999114990234","","","","","","","","","","","","","","","","","","","","","","","",""
"1215","10458","10458","10458","62.7547492980957","62.7547492980957","62.7547492980957","","","","","","","","","","","","","","","","","","","","","","","",""
"1216","10466","10466","10466","63.020084381103516","63.020084381103516","63.020084381103516","","","","","","","","","","","","","","","","","","","","","","","",""
"1217","10475","10475","10475","62.74958419799805","62.74958419799805","62.74958419799805","","","","","","","","","","","","","","","","","","","","","","","",""
"1218","10483","10483","10483","62.760833740234375","62.760833740234375","62.760833740234375","","","","","","","","","","","","","","","","","","","","","","","",""
"1219","10492","10492","10492","62.673248291015625","62.673248291015625","62.673248291015625","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","10501","10501","10501","62.97441482543945","62.97441482543945","62.97441482543945","","","","","","","","","","","","","","","","","","","","","","","",""
"1221","10510","10510","10510","62.71966552734375","62.71966552734375","62.71966552734375","","","","","","","","","","","","","","","","","","","","","","","",""
"1222","10518","10518","10518","62.99766540527344","62.99766540527344","62.99766540527344","","","","","","","","","","","","","","","","","","","","","","","",""
"1223","10527","10527","10527","63.020999908447266","63.020999908447266","63.020999908447266","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","10535","10535","10535","62.730751037597656","62.730751037597656","62.730751037597656","","","","","","","","","","","","","","","","","","","","","","","",""
"1225","10544","10544","10544","63.15483474731445","63.15483474731445","63.15483474731445","","","","","","","","","","","","","","","","","","","","","","","",""
"1226","10552","10552","10552","62.802581787109375","62.802581787109375","62.802581787109375","","","","","","","","","","","","","","","","","","","","","","","",""
"1227","10561","10561","10561","63.125083923339844","63.125083923339844","63.125083923339844","","","","","","","","","","","","","","","","","","","","","","","",""
"1228","10569","10569","10569","62.82583236694336","62.82583236694336","62.82583236694336","","","","","","","","","","","","","","","","","","","","","","","",""
"1229","10578","10578","10578","62.983665466308594","62.983665466308594","62.983665466308594","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","10587","10587","10587","63.02199935913086","63.02199935913086","63.02199935913086","","","","","","","","","","","","","","","","","","","","","","","",""
"1231","10596","10596","10596","63.09758377075195","63.09758377075195","63.09758377075195","","","","","","","","","","","","","","","","","","","","","","","",""
"1232","10604","10604","10604","62.73849868774414","62.73849868774414","62.73849868774414","","","","","","","","","","","","","","","","","","","","","","","",""
"1233","10613","10613","10613","62.893333435058594","62.893333435058594","62.893333435058594","","","","","","","","","","","","","","","","","","","","","","","",""
"1234","10621","10621","10621","62.991416931152344","62.991416931152344","62.991416931152344","","","","","","","","","","","","","","","","","","","","","","","",""
"1235","10630","10630","10630","63.09341812133789","63.09341812133789","63.09341812133789","","","","","","","","","","","","","","","","","","","","","","","",""
"1236","10638","10638","10638","62.877498626708984","62.877498626708984","62.877498626708984","","","","","","","","","","","","","","","","","","","","","","","",""
"1237","10647","10647","10647","62.93166732788086","62.93166732788086","62.93166732788086","","","","","","","","","","","","","","","","","","","","","","","",""
"1238","10655","10655","10655","63.0446662902832","63.0446662902832","63.0446662902832","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","10664","10664","10664","63.0029182434082","63.0029182434082","63.0029182434082","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","10673","10673","10673","62.85858154296875","62.85858154296875","62.85858154296875","","","","","","","","","","","","","","","","","","","","","","","",""
"1241","10682","10682","10682","63.16191482543945","63.16191482543945","63.16191482543945","","","","","","","","","","","","","","","","","","","","","","","",""
"1242","10690","10690","10690","63.016334533691406","63.016334533691406","63.016334533691406","","","","","","","","","","","","","","","","","","","","","","","",""
"1243","10699","10699","10699","63.07899856567383","63.07899856567383","63.07899856567383","","","","","","","","","","","","","","","","","","","","","","","",""
"1244","10707","10707","10707","63.06650161743164","63.06650161743164","63.06650161743164","","","","","","","","","","","","","","","","","","","","","","","",""
"1245","10716","10716","10716","63.22633361816406","63.22633361816406","63.22633361816406","","","","","","","","","","","","","","","","","","","","","","","",""
"1246","10724","10724","10724","62.83391571044922","62.83391571044922","62.83391571044922","","","","","","","","","","","","","","","","","","","","","","","",""
"1247","10733","10733","10733","62.94533157348633","62.94533157348633","62.94533157348633","","","","","","","","","","","","","","","","","","","","","","","",""
"1248","10741","10741","10741","62.79875183105469","62.79875183105469","62.79875183105469","","","","","","","","","","","","","","","","","","","","","","","",""
"1249","10750","10750","10750","63.02891540527344","63.02891540527344","63.02891540527344","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","10759","10759","10759","63.02408218383789","63.02408218383789","63.02408218383789","","","","","","","","","","","","","","","","","","","","","","","",""
"1251","10768","10768","10768","62.96116638183594","62.96116638183594","62.96116638183594","","","","","","","","","","","","","","","","","","","","","","","",""
"1252","10776","10776","10776","63.10916519165039","63.10916519165039","63.10916519165039","","","","","","","","","","","","","","","","","","","","","","","",""
"1253","10785","10785","10785","63.060081481933594","63.060081481933594","63.060081481933594","","","","","","","","","","","","","","","","","","","","","","","",""
"1254","10793","10793","10793","62.993499755859375","62.993499755859375","62.993499755859375","","","","","","","","","","","","","","","","","","","","","","","",""
"1255","10802","10802","10802","62.95441818237305","62.95441818237305","62.95441818237305","","","","","","","","","","","","","","","","","","","","","","","",""
"1256","10810","10810","10810","62.85974884033203","62.85974884033203","62.85974884033203","","","","","","","","","","","","","","","","","","","","","","","",""
"1257","10819","10819","10819","63.07841491699219","63.07841491699219","63.07841491699219","","","","","","","","","","","","","","","","","","","","","","","",""
"1258","10827","10827","10827","63.21758270263672","63.21758270263672","63.21758270263672","","","","","","","","","","","","","","","","","","","","","","","",""
"1259","10836","10836","10836","63.20108413696289","63.20108413696289","63.20108413696289","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","10845","10845","10845","63.0412483215332","63.0412483215332","63.0412483215332","","","","","","","","","","","","","","","","","","","","","","","",""
"1261","10854","10854","10854","63.117000579833984","63.117000579833984","63.117000579833984","","","","","","","","","","","","","","","","","","","","","","","",""
"1262","10862","10862","10862","63.123165130615234","63.123165130615234","63.123165130615234","","","","","","","","","","","","","","","","","","","","","","","",""
"1263","10871","10871","10871","63.047332763671875","63.047332763671875","63.047332763671875","","","","","","","","","","","","","","","","","","","","","","","",""
"1264","10879","10879","10879","62.96466827392578","62.96466827392578","62.96466827392578","","","","","","","","","","","","","","","","","","","","","","","",""
"1265","10888","10888","10888","62.85508346557617","62.85508346557617","62.85508346557617","","","","","","","","","","","","","","","","","","","","","","","",""
"1266","10896","10896","10896","63.08824920654297","63.08824920654297","63.08824920654297","","","","","","","","","","","","","","","","","","","","","","","",""
"1267","10905","10905","10905","62.99866485595703","62.99866485595703","62.99866485595703","","","","","","","","","","","","","","","","","","","","","","","",""
"1268","10913","10913","10913","62.66266632080078","62.66266632080078","62.66266632080078","","","","","","","","","","","","","","","","","","","","","","","",""
"1269","10922","10922","10922","63.115081787109375","63.115081787109375","63.115081787109375","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","10931","10931","10931","62.74683380126953","62.74683380126953","62.74683380126953","","","","","","","","","","","","","","","","","","","","","","","",""
"1271","10940","10940","10940","62.89558410644531","62.89558410644531","62.89558410644531","","","","","","","","","","","","","","","","","","","","","","","",""
"1272","10948","10948","10948","63.06908416748047","63.06908416748047","63.06908416748047","","","","","","","","","","","","","","","","","","","","","","","",""
"1273","10957","10957","10957","63.02524948120117","63.02524948120117","63.02524948120117","","","","","","","","","","","","","","","","","","","","","","","",""
"1274","10965","10965","10965","62.982749938964844","62.982749938964844","62.982749938964844","","","","","","","","","","","","","","","","","","","","","","","",""
"1275","10974","10974","10974","62.95516586303711","62.95516586303711","62.95516586303711","","","","","","","","","","","","","","","","","","","","","","","",""
"1276","10982","10982","10982","63.048831939697266","63.048831939697266","63.048831939697266","","","","","","","","","","","","","","","","","","","","","","","",""
"1277","10991","10991","10991","62.93166732788086","62.93166732788086","62.93166732788086","","","","","","","","","","","","","","","","","","","","","","","",""
"1278","10999","10999","10999","62.783748626708984","62.783748626708984","62.783748626708984","","","","","","","","","","","","","","","","","","","","","","","",""
"1279","11008","11008","11008","63.19974899291992","63.19974899291992","63.19974899291992","","","","","","","","","","","","","","","","","","","","","","","",""
"1280","11017","11017","11017","62.94791793823242","62.94791793823242","62.94791793823242","","","","","","","","","","","","","","","","","","","","","","","",""
"1281","11026","11026","11026","62.72200012207031","62.72200012207031","62.72200012207031","","","","","","","","","","","","","","","","","","","","","","","",""
"1282","11034","11034","11034","63.05966567993164","63.05966567993164","63.05966567993164","","","","","","","","","","","","","","","","","","","","","","","",""
"1283","11043","11043","11043","62.94783401489258","62.94783401489258","62.94783401489258","","","","","","","","","","","","","","","","","","","","","","","",""
"1284","11051","11051","11051","62.876914978027344","62.876914978027344","62.876914978027344","","","","","","","","","","","","","","","","","","","","","","","",""
"1285","11060","11060","11060","62.650081634521484","62.650081634521484","62.650081634521484","","","","","","","","","","","","","","","","","","","","","","","",""
"1286","11068","11068","11068","63.05666732788086","63.05666732788086","63.05666732788086","","","","","","","","","","","","","","","","","","","","","","","",""
"1287","11077","11077","11077","62.968082427978516","62.968082427978516","62.968082427978516","","","","","","","","","","","","","","","","","","","","","","","",""
"1288","11085","11085","11085","63.058998107910156","63.058998107910156","63.058998107910156","","","","","","","","","","","","","","","","","","","","","","","",""
"1289","11094","11094","11094","62.99800109863281","62.99800109863281","62.99800109863281","","","","","","","","","","","","","","","","","","","","","","","",""
"1290","11103","11103","11103","62.881500244140625","62.881500244140625","62.881500244140625","","","","","","","","","","","","","","","","","","","","","","","",""
"1291","11112","11112","11112","63.067665100097656","63.067665100097656","63.067665100097656","","","","","","","","","","","","","","","","","","","","","","","",""
"1292","11120","11120","11120","62.947166442871094","62.947166442871094","62.947166442871094","","","","","","","","","","","","","","","","","","","","","","","",""
"1293","11129","11129","11129","63.17533493041992","63.17533493041992","63.17533493041992","","","","","","","","","","","","","","","","","","","","","","","",""
"1294","11137","11137","11137","63.16941833496094","63.16941833496094","63.16941833496094","","","","","","","","","","","","","","","","","","","","","","","",""
"1295","11146","11146","11146","62.83891677856445","62.83891677856445","62.83891677856445","","","","","","","","","","","","","","","","","","","","","","","",""
"1296","11154","11154","11154","63.15800094604492","63.15800094604492","63.15800094604492","","","","","","","","","","","","","","","","","","","","","","","",""
"1297","11163","11163","11163","62.85691833496094","62.85691833496094","62.85691833496094","","","","","","","","","","","","","","","","","","","","","","","",""
"1298","11171","11171","11171","63.040584564208984","63.040584564208984","63.040584564208984","","","","","","","","","","","","","","","","","","","","","","","",""
"1299","11180","11180","11180","63.087249755859375","63.087249755859375","63.087249755859375","","","","","","","","","","","","","","","","","","","","","","","",""
"1300","11189","11189","11189","59.89458465576172","59.89458465576172","59.89458465576172","","","","","","","","","","","","","","","","","","","","","","","",""
"1301","11198","11198","11198","63.18241500854492","63.18241500854492","63.18241500854492","","","","","","","","","","","","","","","","","","","","","","","",""
"1302","11206","11206","11206","63.10041809082031","63.10041809082031","63.10041809082031","","","","","","","","","","","","","","","","","","","","","","","",""
"1303","11215","11215","11215","62.814918518066406","62.814918518066406","62.814918518066406","","","","","","","","","","","","","","","","","","","","","","","",""
"1304","11223","11223","11223","63.05233383178711","63.05233383178711","63.05233383178711","","","","","","","","","","","","","","","","","","","","","","","",""
"1305","11232","11232","11232","63.175498962402344","63.175498962402344","63.175498962402344","","","","","","","","","","","","","","","","","","","","","","","",""
"1306","11240","11240","11240","63.122581481933594","63.122581481933594","63.122581481933594","","","","","","","","","","","","","","","","","","","","","","","",""
"1307","11249","11249","11249","62.99741744995117","62.99741744995117","62.99741744995117","","","","","","","","","","","","","","","","","","","","","","","",""
"1308","11257","11257","11257","63.18633270263672","63.18633270263672","63.18633270263672","","","","","","","","","","","","","","","","","","","","","","","",""
"1309","11266","11266","11266","63.08449935913086","63.08449935913086","63.08449935913086","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","11275","11275","11275","63.07158279418945","63.07158279418945","63.07158279418945","","","","","","","","","","","","","","","","","","","","","","","",""
"1311","11284","11284","11284","62.98625183105469","62.98625183105469","62.98625183105469","","","","","","","","","","","","","","","","","","","","","","","",""
"1312","11292","11292","11292","62.94633483886719","62.94633483886719","62.94633483886719","","","","","","","","","","","","","","","","","","","","","","","",""
"1313","11301","11301","11301","63.067501068115234","63.067501068115234","63.067501068115234","","","","","","","","","","","","","","","","","","","","","","","",""
"1314","11309","11309","11309","63.17091751098633","63.17091751098633","63.17091751098633","","","","","","","","","","","","","","","","","","","","","","","",""
"1315","11318","11318","11318","63.16550064086914","63.16550064086914","63.16550064086914","","","","","","","","","","","","","","","","","","","","","","","",""
"1316","11326","11326","11326","63.38666534423828","63.38666534423828","63.38666534423828","","","","","","","","","","","","","","","","","","","","","","","",""
"1317","11335","11335","11335","63.040748596191406","63.040748596191406","63.040748596191406","","","","","","","","","","","","","","","","","","","","","","","",""
"1318","11343","11343","11343","62.821250915527344","62.821250915527344","62.821250915527344","","","","","","","","","","","","","","","","","","","","","","","",""
"1319","11352","11352","11352","62.79650115966797","62.79650115966797","62.79650115966797","","","","","","","","","","","","","","","","","","","","","","","",""
"1320","11361","11361","11361","63.160831451416016","63.160831451416016","63.160831451416016","","","","","","","","","","","","","","","","","","","","","","","",""
"1321","11370","11370","11370","63.095333099365234","63.095333099365234","63.095333099365234","","","","","","","","","","","","","","","","","","","","","","","",""
"1322","11378","11378","11378","63.392333984375","63.392333984375","63.392333984375","","","","","","","","","","","","","","","","","","","","","","","",""
"1323","11387","11387","11387","63.13283157348633","63.13283157348633","63.13283157348633","","","","","","","","","","","","","","","","","","","","","","","",""
"1324","11395","11395","11395","63.19883346557617","63.19883346557617","63.19883346557617","","","","","","","","","","","","","","","","","","","","","","","",""
"1325","11404","11404","11404","63.1730842590332","63.1730842590332","63.1730842590332","","","","","","","","","","","","","","","","","","","","","","","",""
"1326","11412","11412","11412","62.911415100097656","62.911415100097656","62.911415100097656","","","","","","","","","","","","","","","","","","","","","","","",""
"1327","11421","11421","11421","63.17150115966797","63.17150115966797","63.17150115966797","","","","","","","","","","","","","","","","","","","","","","","",""
"1328","11429","11429","11429","63.26041793823242","63.26041793823242","63.26041793823242","","","","","","","","","","","","","","","","","","","","","","","",""
"1329","11438","11438","11438","62.941917419433594","62.941917419433594","62.941917419433594","","","","","","","","","","","","","","","","","","","","","","","",""
"1330","11447","11447","11447","63.16691589355469","63.16691589355469","63.16691589355469","","","","","","","","","","","","","","","","","","","","","","","",""
"1331","11456","11456","11456","63.19850158691406","63.19850158691406","63.19850158691406","","","","","","","","","","","","","","","","","","","","","","","",""
"1332","11464","11464","11464","63.03666687011719","63.03666687011719","63.03666687011719","","","","","","","","","","","","","","","","","","","","","","","",""
"1333","11473","11473","11473","62.92866516113281","62.92866516113281","62.92866516113281","","","","","","","","","","","","","","","","","","","","","","","",""
"1334","11481","11481","11481","62.91108322143555","62.91108322143555","62.91108322143555","","","","","","","","","","","","","","","","","","","","","","","",""
"1335","11490","11490","11490","62.936248779296875","62.936248779296875","62.936248779296875","","","","","","","","","","","","","","","","","","","","","","","",""
"1336","11498","11498","11498","63.07875061035156","63.07875061035156","63.07875061035156","","","","","","","","","","","","","","","","","","","","","","","",""
"1337","11507","11507","11507","62.80550003051758","62.80550003051758","62.80550003051758","","","","","","","","","","","","","","","","","","","","","","","",""
"1338","11515","11515","11515","62.77033233642578","62.77033233642578","62.77033233642578","","","","","","","","","","","","","","","","","","","","","","","",""
"1339","11524","11524","11524","62.84508514404297","62.84508514404297","62.84508514404297","","","","","","","","","","","","","","","","","","","","","","","",""
