"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_len","9 - val_len__MIN","9 - val_len__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_len","17 - val_len__MIN","17 - val_len__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_len","33 - val_len__MIN","33 - val_len__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_len","65 - val_len__MIN","65 - val_len__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_len","129 - val_len__MIN","129 - val_len__MAX"
"278","2399","2399","2399","9.699250221252441","9.699250221252441","9.699250221252441","2399","2399","2399","9.84416675567627","9.84416675567627","9.84416675567627","2399","2399","2399","9.964166641235352","9.964166641235352","9.964166641235352","2399","2399","2399","9.924583435058594","9.924583435058594","9.924583435058594","2399","2399","2399","9.65233325958252","9.65233325958252","9.65233325958252"
"279","2408","2408","2408","9.551166534423828","9.551166534423828","9.551166534423828","2408","2408","2408","9.750666618347168","9.750666618347168","9.750666618347168","2408","2408","2408","9.909500122070312","9.909500122070312","9.909500122070312","2408","2408","2408","9.958666801452637","9.958666801452637","9.958666801452637","2408","2408","2408","9.591083526611328","9.591083526611328","9.591083526611328"
"280","2417","2417","2417","9.633583068847656","9.633583068847656","9.633583068847656","2417","2417","2417","9.681083679199219","9.681083679199219","9.681083679199219","2417","2417","2417","9.957083702087402","9.957083702087402","9.957083702087402","2417","2417","2417","9.953083038330078","9.953083038330078","9.953083038330078","2417","2417","2417","9.606082916259766","9.606082916259766","9.606082916259766"
"281","2426","2426","2426","9.569916725158691","9.569916725158691","9.569916725158691","2426","2426","2426","9.830583572387695","9.830583572387695","9.830583572387695","2426","2426","2426","9.965083122253418","9.965083122253418","9.965083122253418","2426","2426","2426","9.984916687011719","9.984916687011719","9.984916687011719","2426","2426","2426","9.666666984558105","9.666666984558105","9.666666984558105"
"282","2434","2434","2434","9.453332901000977","9.453332901000977","9.453332901000977","2434","2434","2434","9.8010835647583","9.8010835647583","9.8010835647583","2434","2434","2434","9.946416854858398","9.946416854858398","9.946416854858398","2434","2434","2434","9.853666305541992","9.853666305541992","9.853666305541992","2434","2434","2434","9.560832977294922","9.560832977294922","9.560832977294922"
"283","2443","2443","2443","9.584583282470703","9.584583282470703","9.584583282470703","2443","2443","2443","9.815333366394043","9.815333366394043","9.815333366394043","2443","2443","2443","9.95616626739502","9.95616626739502","9.95616626739502","2443","2443","2443","9.918083190917969","9.918083190917969","9.918083190917969","2443","2443","2443","9.602582931518555","9.602582931518555","9.602582931518555"
"284","2451","2451","2451","9.593583106994629","9.593583106994629","9.593583106994629","2451","2451","2451","9.661417007446289","9.661417007446289","9.661417007446289","2451","2451","2451","9.938416481018066","9.938416481018066","9.938416481018066","2451","2451","2451","9.973250389099121","9.973250389099121","9.973250389099121","2451","2451","2451","9.57824993133545","9.57824993133545","9.57824993133545"
"285","2460","2460","2460","9.552332878112793","9.552332878112793","9.552332878112793","2460","2460","2460","9.681083679199219","9.681083679199219","9.681083679199219","2460","2460","2460","9.922082901000977","9.922082901000977","9.922082901000977","2460","2460","2460","9.944499969482422","9.944499969482422","9.944499969482422","2460","2460","2460","9.601916313171387","9.601916313171387","9.601916313171387"
"286","2468","2468","2468","9.639333724975586","9.639333724975586","9.639333724975586","2468","2468","2468","9.863499641418457","9.863499641418457","9.863499641418457","2468","2468","2468","9.962750434875488","9.962750434875488","9.962750434875488","2468","2468","2468","9.967082977294922","9.967082977294922","9.967082977294922","2468","2468","2468","9.5510835647583","9.5510835647583","9.5510835647583"
"287","2477","2477","2477","9.664250373840332","9.664250373840332","9.664250373840332","2477","2477","2477","9.789667129516602","9.789667129516602","9.789667129516602","2477","2477","2477","9.958582878112793","9.958582878112793","9.958582878112793","2477","2477","2477","9.972332954406738","9.972332954406738","9.972332954406738","2477","2477","2477","9.728500366210938","9.728500366210938","9.728500366210938"
"288","2485","2485","2485","9.561249732971191","9.561249732971191","9.561249732971191","2485","2485","2485","9.771666526794434","9.771666526794434","9.771666526794434","2485","2485","2485","9.973999977111816","9.973999977111816","9.973999977111816","2485","2485","2485","9.975417137145996","9.975417137145996","9.975417137145996","2485","2485","2485","9.560667037963867","9.560667037963867","9.560667037963867"
"289","2494","2494","2494","9.575916290283203","9.575916290283203","9.575916290283203","2494","2494","2494","9.799833297729492","9.799833297729492","9.799833297729492","2494","2494","2494","9.978666305541992","9.978666305541992","9.978666305541992","2494","2494","2494","9.960749626159668","9.960749626159668","9.960749626159668","2494","2494","2494","9.534749984741211","9.534749984741211","9.534749984741211"
"290","2503","2503","2503","9.614500045776367","9.614500045776367","9.614500045776367","2503","2503","2503","9.794583320617676","9.794583320617676","9.794583320617676","2503","2503","2503","9.942083358764648","9.942083358764648","9.942083358764648","2503","2503","2503","9.966166496276855","9.966166496276855","9.966166496276855","2503","2503","2503","9.562166213989258","9.562166213989258","9.562166213989258"
"291","2512","2512","2512","9.648083686828613","9.648083686828613","9.648083686828613","2512","2512","2512","9.69516658782959","9.69516658782959","9.69516658782959","2512","2512","2512","9.966333389282227","9.966333389282227","9.966333389282227","2512","2512","2512","9.95816707611084","9.95816707611084","9.95816707611084","2512","2512","2512","9.545166969299316","9.545166969299316","9.545166969299316"
"292","2520","2520","2520","9.647832870483398","9.647832870483398","9.647832870483398","2520","2520","2520","9.804916381835938","9.804916381835938","9.804916381835938","2520","2520","2520","9.941166877746582","9.941166877746582","9.941166877746582","2520","2520","2520","9.963000297546387","9.963000297546387","9.963000297546387","2520","2520","2520","9.587750434875488","9.587750434875488","9.587750434875488"
"293","2529","2529","2529","9.6225004196167","9.6225004196167","9.6225004196167","2529","2529","2529","9.760333061218262","9.760333061218262","9.760333061218262","2529","2529","2529","9.962166786193848","9.962166786193848","9.962166786193848","2529","2529","2529","9.938750267028809","9.938750267028809","9.938750267028809","2529","2529","2529","9.629500389099121","9.629500389099121","9.629500389099121"
"294","2537","2537","2537","9.424583435058594","9.424583435058594","9.424583435058594","2537","2537","2537","9.846750259399414","9.846750259399414","9.846750259399414","2537","2537","2537","9.962666511535645","9.962666511535645","9.962666511535645","2537","2537","2537","9.9375","9.9375","9.9375","2537","2537","2537","9.582666397094727","9.582666397094727","9.582666397094727"
"295","2546","2546","2546","9.465167045593262","9.465167045593262","9.465167045593262","2546","2546","2546","9.726666450500488","9.726666450500488","9.726666450500488","2546","2546","2546","9.94474983215332","9.94474983215332","9.94474983215332","2546","2546","2546","9.7698335647583","9.7698335647583","9.7698335647583","2546","2546","2546","9.62600040435791","9.62600040435791","9.62600040435791"
"296","2554","2554","2554","9.683666229248047","9.683666229248047","9.683666229248047","2554","2554","2554","9.70241641998291","9.70241641998291","9.70241641998291","2554","2554","2554","9.943249702453613","9.943249702453613","9.943249702453613","2554","2554","2554","9.96191692352295","9.96191692352295","9.96191692352295","2554","2554","2554","9.687250137329102","9.687250137329102","9.687250137329102"
"297","2563","2563","2563","9.568750381469727","9.568750381469727","9.568750381469727","2563","2563","2563","9.798749923706055","9.798749923706055","9.798749923706055","2563","2563","2563","9.958749771118164","9.958749771118164","9.958749771118164","2563","2563","2563","9.968000411987305","9.968000411987305","9.968000411987305","2563","2563","2563","9.577583312988281","9.577583312988281","9.577583312988281"
"298","2571","2571","2571","9.595333099365234","9.595333099365234","9.595333099365234","2571","2571","2571","9.822583198547363","9.822583198547363","9.822583198547363","2571","2571","2571","9.974749565124512","9.974749565124512","9.974749565124512","2571","2571","2571","9.961833000183105","9.961833000183105","9.961833000183105","2571","2571","2571","9.69991683959961","9.69991683959961","9.69991683959961"
"299","2580","2580","2580","9.619500160217285","9.619500160217285","9.619500160217285","2580","2580","2580","9.747583389282227","9.747583389282227","9.747583389282227","2580","2580","2580","9.967416763305664","9.967416763305664","9.967416763305664","2580","2580","2580","9.960332870483398","9.960332870483398","9.960332870483398","2580","2580","2580","9.588500022888184","9.588500022888184","9.588500022888184"
"300","2589","2589","2589","9.599333763122559","9.599333763122559","9.599333763122559","2589","2589","2589","9.826083183288574","9.826083183288574","9.826083183288574","2589","2589","2589","9.968583106994629","9.968583106994629","9.968583106994629","2589","2589","2589","9.928999900817871","9.928999900817871","9.928999900817871","2589","2589","2589","9.62066650390625","9.62066650390625","9.62066650390625"
"301","2598","2598","2598","9.581916809082031","9.581916809082031","9.581916809082031","2598","2598","2598","9.778166770935059","9.778166770935059","9.778166770935059","2598","2598","2598","9.932250022888184","9.932250022888184","9.932250022888184","2598","2598","2598","9.92841625213623","9.92841625213623","9.92841625213623","2598","2598","2598","9.623416900634766","9.623416900634766","9.623416900634766"
"302","2606","2606","2606","9.63308334350586","9.63308334350586","9.63308334350586","2606","2606","2606","9.84000015258789","9.84000015258789","9.84000015258789","2606","2606","2606","9.966833114624023","9.966833114624023","9.966833114624023","2606","2606","2606","9.926250457763672","9.926250457763672","9.926250457763672","2606","2606","2606","9.630583763122559","9.630583763122559","9.630583763122559"
"303","2615","2615","2615","9.74233341217041","9.74233341217041","9.74233341217041","2615","2615","2615","9.813750267028809","9.813750267028809","9.813750267028809","2615","2615","2615","9.952500343322754","9.952500343322754","9.952500343322754","2615","2615","2615","9.970166206359863","9.970166206359863","9.970166206359863","2615","2615","2615","9.574000358581543","9.574000358581543","9.574000358581543"
"304","2623","2623","2623","9.558917045593262","9.558917045593262","9.558917045593262","2623","2623","2623","9.783583641052246","9.783583641052246","9.783583641052246","2623","2623","2623","9.954083442687988","9.954083442687988","9.954083442687988","2623","2623","2623","9.865333557128906","9.865333557128906","9.865333557128906","2623","2623","2623","9.53833293914795","9.53833293914795","9.53833293914795"
"305","2632","2632","2632","9.629416465759277","9.629416465759277","9.629416465759277","2632","2632","2632","9.802583694458008","9.802583694458008","9.802583694458008","2632","2632","2632","9.953666687011719","9.953666687011719","9.953666687011719","2632","2632","2632","9.892250061035156","9.892250061035156","9.892250061035156","2632","2632","2632","9.640250205993652","9.640250205993652","9.640250205993652"
"306","2640","2640","2640","9.633999824523926","9.633999824523926","9.633999824523926","2640","2640","2640","9.748083114624023","9.748083114624023","9.748083114624023","2640","2640","2640","9.969083786010742","9.969083786010742","9.969083786010742","2640","2640","2640","9.944000244140625","9.944000244140625","9.944000244140625","2640","2640","2640","9.594833374023438","9.594833374023438","9.594833374023438"
"307","2649","2649","2649","9.294166564941406","9.294166564941406","9.294166564941406","2649","2649","2649","9.859416961669922","9.859416961669922","9.859416961669922","2649","2649","2649","9.912666320800781","9.912666320800781","9.912666320800781","2649","2649","2649","9.960416793823242","9.960416793823242","9.960416793823242","2649","2649","2649","9.53083324432373","9.53083324432373","9.53083324432373"
"308","2657","2657","2657","9.568499565124512","9.568499565124512","9.568499565124512","2657","2657","2657","9.758166313171387","9.758166313171387","9.758166313171387","2657","2657","2657","9.951333045959473","9.951333045959473","9.951333045959473","2657","2657","2657","9.93274974822998","9.93274974822998","9.93274974822998","2657","2657","2657","9.608833312988281","9.608833312988281","9.608833312988281"
"309","2666","2666","2666","9.626832962036133","9.626832962036133","9.626832962036133","2666","2666","2666","9.754666328430176","9.754666328430176","9.754666328430176","2666","2666","2666","9.972332954406738","9.972332954406738","9.972332954406738","2666","2666","2666","9.946666717529297","9.946666717529297","9.946666717529297","2666","2666","2666","9.506083488464355","9.506083488464355","9.506083488464355"
"310","2675","2675","2675","9.64900016784668","9.64900016784668","9.64900016784668","2675","2675","2675","9.774666786193848","9.774666786193848","9.774666786193848","2675","2675","2675","9.958999633789062","9.958999633789062","9.958999633789062","2675","2675","2675","9.953332901000977","9.953332901000977","9.953332901000977","2675","2675","2675","9.658666610717773","9.658666610717773","9.658666610717773"
"311","2684","2684","2684","9.697999954223633","9.697999954223633","9.697999954223633","2684","2684","2684","9.79675006866455","9.79675006866455","9.79675006866455","2684","2684","2684","9.967583656311035","9.967583656311035","9.967583656311035","2684","2684","2684","9.930083274841309","9.930083274841309","9.930083274841309","2684","2684","2684","9.665583610534668","9.665583610534668","9.665583610534668"
"312","2692","2692","2692","9.642582893371582","9.642582893371582","9.642582893371582","2692","2692","2692","9.798333168029785","9.798333168029785","9.798333168029785","2692","2692","2692","9.969083786010742","9.969083786010742","9.969083786010742","2692","2692","2692","9.970000267028809","9.970000267028809","9.970000267028809","2692","2692","2692","9.574583053588867","9.574583053588867","9.574583053588867"
"313","2701","2701","2701","9.626916885375977","9.626916885375977","9.626916885375977","2701","2701","2701","9.752333641052246","9.752333641052246","9.752333641052246","2701","2701","2701","9.988249778747559","9.988249778747559","9.988249778747559","2701","2701","2701","9.920583724975586","9.920583724975586","9.920583724975586","2701","2701","2701","9.607583045959473","9.607583045959473","9.607583045959473"
"314","2709","2709","2709","9.593500137329102","9.593500137329102","9.593500137329102","2709","2709","2709","9.797666549682617","9.797666549682617","9.797666549682617","2709","2709","2709","9.982666969299316","9.982666969299316","9.982666969299316","2709","2709","2709","9.89466667175293","9.89466667175293","9.89466667175293","2709","2709","2709","9.584500312805176","9.584500312805176","9.584500312805176"
"315","2718","2718","2718","9.657333374023438","9.657333374023438","9.657333374023438","2718","2718","2718","9.85083293914795","9.85083293914795","9.85083293914795","2718","2718","2718","9.96049976348877","9.96049976348877","9.96049976348877","2718","2718","2718","9.927666664123535","9.927666664123535","9.927666664123535","2718","2718","2718","9.665666580200195","9.665666580200195","9.665666580200195"
"316","2726","2726","2726","9.52416706085205","9.52416706085205","9.52416706085205","2726","2726","2726","9.788583755493164","9.788583755493164","9.788583755493164","2726","2726","2726","9.967666625976562","9.967666625976562","9.967666625976562","2726","2726","2726","9.950499534606934","9.950499534606934","9.950499534606934","2726","2726","2726","9.685166358947754","9.685166358947754","9.685166358947754"
"317","2735","2735","2735","9.572916984558105","9.572916984558105","9.572916984558105","2735","2735","2735","9.865416526794434","9.865416526794434","9.865416526794434","2735","2735","2735","9.964249610900879","9.964249610900879","9.964249610900879","2735","2735","2735","9.959333419799805","9.959333419799805","9.959333419799805","2735","2735","2735","9.671250343322754","9.671250343322754","9.671250343322754"
"318","2743","2743","2743","9.732166290283203","9.732166290283203","9.732166290283203","2743","2743","2743","9.74316692352295","9.74316692352295","9.74316692352295","2743","2743","2743","9.967916488647461","9.967916488647461","9.967916488647461","2743","2743","2743","9.9350004196167","9.9350004196167","9.9350004196167","2743","2743","2743","9.729833602905273","9.729833602905273","9.729833602905273"
"319","2752","2752","2752","9.718916893005371","9.718916893005371","9.718916893005371","2752","2752","2752","9.814416885375977","9.814416885375977","9.814416885375977","2752","2752","2752","9.966750144958496","9.966750144958496","9.966750144958496","2752","2752","2752","9.977916717529297","9.977916717529297","9.977916717529297","2752","2752","2752","9.720582962036133","9.720582962036133","9.720582962036133"
"320","2761","2761","2761","9.727916717529297","9.727916717529297","9.727916717529297","2761","2761","2761","9.775666236877441","9.775666236877441","9.775666236877441","2761","2761","2761","9.975500106811523","9.975500106811523","9.975500106811523","2761","2761","2761","9.964083671569824","9.964083671569824","9.964083671569824","2761","2761","2761","9.638416290283203","9.638416290283203","9.638416290283203"
"321","2770","2770","2770","9.5736665725708","9.5736665725708","9.5736665725708","2770","2770","2770","9.797833442687988","9.797833442687988","9.797833442687988","2770","2770","2770","9.952249526977539","9.952249526977539","9.952249526977539","2770","2770","2770","9.96150016784668","9.96150016784668","9.96150016784668","2770","2770","2770","9.708416938781738","9.708416938781738","9.708416938781738"
"322","2778","2778","2778","9.582083702087402","9.582083702087402","9.582083702087402","2778","2778","2778","9.88558292388916","9.88558292388916","9.88558292388916","2778","2778","2778","9.975166320800781","9.975166320800781","9.975166320800781","2778","2778","2778","9.912666320800781","9.912666320800781","9.912666320800781","2778","2778","2778","9.78024959564209","9.78024959564209","9.78024959564209"
"323","2787","2787","2787","9.420083045959473","9.420083045959473","9.420083045959473","2787","2787","2787","9.85633373260498","9.85633373260498","9.85633373260498","2787","2787","2787","9.975000381469727","9.975000381469727","9.975000381469727","2787","2787","2787","9.94849967956543","9.94849967956543","9.94849967956543","2787","2787","2787","9.69991683959961","9.69991683959961","9.69991683959961"
"324","2795","2795","2795","9.559416770935059","9.559416770935059","9.559416770935059","2795","2795","2795","9.881500244140625","9.881500244140625","9.881500244140625","2795","2795","2795","9.983916282653809","9.983916282653809","9.983916282653809","2795","2795","2795","9.913249969482422","9.913249969482422","9.913249969482422","2795","2795","2795","9.719083786010742","9.719083786010742","9.719083786010742"
"325","2804","2804","2804","9.655916213989258","9.655916213989258","9.655916213989258","2804","2804","2804","9.752333641052246","9.752333641052246","9.752333641052246","2804","2804","2804","9.97599983215332","9.97599983215332","9.97599983215332","2804","2804","2804","9.947166442871094","9.947166442871094","9.947166442871094","2804","2804","2804","9.638750076293945","9.638750076293945","9.638750076293945"
"326","2812","2812","2812","9.58650016784668","9.58650016784668","9.58650016784668","2812","2812","2812","9.815666198730469","9.815666198730469","9.815666198730469","2812","2812","2812","9.989749908447266","9.989749908447266","9.989749908447266","2812","2812","2812","9.842000007629395","9.842000007629395","9.842000007629395","2812","2812","2812","9.638999938964844","9.638999938964844","9.638999938964844"
"327","2821","2821","2821","9.37399959564209","9.37399959564209","9.37399959564209","2821","2821","2821","9.803166389465332","9.803166389465332","9.803166389465332","2821","2821","2821","9.962499618530273","9.962499618530273","9.962499618530273","2821","2821","2821","9.960332870483398","9.960332870483398","9.960332870483398","2821","2821","2821","9.568083763122559","9.568083763122559","9.568083763122559"
"328","2829","2829","2829","9.462082862854004","9.462082862854004","9.462082862854004","2829","2829","2829","9.725417137145996","9.725417137145996","9.725417137145996","2829","2829","2829","9.893500328063965","9.893500328063965","9.893500328063965","2829","2829","2829","9.884833335876465","9.884833335876465","9.884833335876465","2829","2829","2829","9.688750267028809","9.688750267028809","9.688750267028809"
"329","2838","2838","2838","9.45341682434082","9.45341682434082","9.45341682434082","2838","2838","2838","9.819083213806152","9.819083213806152","9.819083213806152","2838","2838","2838","9.989832878112793","9.989832878112793","9.989832878112793","2838","2838","2838","9.811249732971191","9.811249732971191","9.811249732971191","2838","2838","2838","9.505666732788086","9.505666732788086","9.505666732788086"
"330","2847","2847","2847","9.686583518981934","9.686583518981934","9.686583518981934","2847","2847","2847","9.72266674041748","9.72266674041748","9.72266674041748","2847","2847","2847","9.959333419799805","9.959333419799805","9.959333419799805","2847","2847","2847","9.934082984924316","9.934082984924316","9.934082984924316","2847","2847","2847","9.738166809082031","9.738166809082031","9.738166809082031"
"331","2856","2856","2856","9.467666625976562","9.467666625976562","9.467666625976562","2856","2856","2856","9.755332946777344","9.755332946777344","9.755332946777344","2856","2856","2856","9.972916603088379","9.972916603088379","9.972916603088379","2856","2856","2856","9.951167106628418","9.951167106628418","9.951167106628418","2856","2856","2856","9.609999656677246","9.609999656677246","9.609999656677246"
"332","2864","2864","2864","9.61008358001709","9.61008358001709","9.61008358001709","2864","2864","2864","9.689167022705078","9.689167022705078","9.689167022705078","2864","2864","2864","9.976499557495117","9.976499557495117","9.976499557495117","2864","2864","2864","9.941166877746582","9.941166877746582","9.941166877746582","2864","2864","2864","9.61775016784668","9.61775016784668","9.61775016784668"
"333","2873","2873","2873","9.648500442504883","9.648500442504883","9.648500442504883","2873","2873","2873","9.783249855041504","9.783249855041504","9.783249855041504","2873","2873","2873","9.982250213623047","9.982250213623047","9.982250213623047","2873","2873","2873","9.971083641052246","9.971083641052246","9.971083641052246","2873","2873","2873","9.638750076293945","9.638750076293945","9.638750076293945"
"334","2881","2881","2881","9.596333503723145","9.596333503723145","9.596333503723145","2881","2881","2881","9.685750007629395","9.685750007629395","9.685750007629395","2881","2881","2881","9.968916893005371","9.968916893005371","9.968916893005371","2881","2881","2881","9.868916511535645","9.868916511535645","9.868916511535645","2881","2881","2881","9.686249732971191","9.686249732971191","9.686249732971191"
"335","2890","2890","2890","9.451000213623047","9.451000213623047","9.451000213623047","2890","2890","2890","9.813166618347168","9.813166618347168","9.813166618347168","2890","2890","2890","9.970417022705078","9.970417022705078","9.970417022705078","2890","2890","2890","9.93375015258789","9.93375015258789","9.93375015258789","2890","2890","2890","9.700833320617676","9.700833320617676","9.700833320617676"
"336","2898","2898","2898","9.60908317565918","9.60908317565918","9.60908317565918","2898","2898","2898","9.855916976928711","9.855916976928711","9.855916976928711","2898","2898","2898","9.967082977294922","9.967082977294922","9.967082977294922","2898","2898","2898","9.961250305175781","9.961250305175781","9.961250305175781","2898","2898","2898","9.678166389465332","9.678166389465332","9.678166389465332"
"337","2907","2907","2907","9.510333061218262","9.510333061218262","9.510333061218262","2907","2907","2907","9.840583801269531","9.840583801269531","9.840583801269531","2907","2907","2907","9.989333152770996","9.989333152770996","9.989333152770996","2907","2907","2907","9.80816650390625","9.80816650390625","9.80816650390625","2907","2907","2907","9.650750160217285","9.650750160217285","9.650750160217285"
"338","2915","2915","2915","9.570083618164062","9.570083618164062","9.570083618164062","2915","2915","2915","9.760083198547363","9.760083198547363","9.760083198547363","2915","2915","2915","9.979083061218262","9.979083061218262","9.979083061218262","2915","2915","2915","9.9573335647583","9.9573335647583","9.9573335647583","2915","2915","2915","9.657083511352539","9.657083511352539","9.657083511352539"
"339","2924","2924","2924","9.715083122253418","9.715083122253418","9.715083122253418","2924","2924","2924","9.781167030334473","9.781167030334473","9.781167030334473","2924","2924","2924","9.986332893371582","9.986332893371582","9.986332893371582","2924","2924","2924","9.950750350952148","9.950750350952148","9.950750350952148","2924","2924","2924","9.694083213806152","9.694083213806152","9.694083213806152"
"340","2933","2933","2933","9.595749855041504","9.595749855041504","9.595749855041504","2933","2933","2933","9.819916725158691","9.819916725158691","9.819916725158691","2933","2933","2933","9.960416793823242","9.960416793823242","9.960416793823242","2933","2933","2933","9.8836669921875","9.8836669921875","9.8836669921875","2933","2933","2933","9.723666191101074","9.723666191101074","9.723666191101074"
"341","2942","2942","2942","9.614999771118164","9.614999771118164","9.614999771118164","2942","2942","2942","9.886249542236328","9.886249542236328","9.886249542236328","2942","2942","2942","9.986666679382324","9.986666679382324","9.986666679382324","2942","2942","2942","9.9260835647583","9.9260835647583","9.9260835647583","2942","2942","2942","9.696083068847656","9.696083068847656","9.696083068847656"
"342","2950","2950","2950","9.65149974822998","9.65149974822998","9.65149974822998","2950","2950","2950","9.799083709716797","9.799083709716797","9.799083709716797","2950","2950","2950","9.968000411987305","9.968000411987305","9.968000411987305","2950","2950","2950","9.914083480834961","9.914083480834961","9.914083480834961","2950","2950","2950","9.76200008392334","9.76200008392334","9.76200008392334"
"343","2959","2959","2959","9.720916748046875","9.720916748046875","9.720916748046875","2959","2959","2959","9.753833770751953","9.753833770751953","9.753833770751953","2959","2959","2959","9.979166984558105","9.979166984558105","9.979166984558105","2959","2959","2959","9.899999618530273","9.899999618530273","9.899999618530273","2959","2959","2959","9.640000343322754","9.640000343322754","9.640000343322754"
"344","2967","2967","2967","9.689833641052246","9.689833641052246","9.689833641052246","2967","2967","2967","9.831999778747559","9.831999778747559","9.831999778747559","2967","2967","2967","9.9489164352417","9.9489164352417","9.9489164352417","2967","2967","2967","9.876667022705078","9.876667022705078","9.876667022705078","2967","2967","2967","9.729083061218262","9.729083061218262","9.729083061218262"
"345","2976","2976","2976","9.525917053222656","9.525917053222656","9.525917053222656","2976","2976","2976","9.898833274841309","9.898833274841309","9.898833274841309","2976","2976","2976","9.95341682434082","9.95341682434082","9.95341682434082","2976","2976","2976","9.900166511535645","9.900166511535645","9.900166511535645","2976","2976","2976","9.620499610900879","9.620499610900879","9.620499610900879"
"346","2984","2984","2984","9.549750328063965","9.549750328063965","9.549750328063965","2984","2984","2984","9.869916915893555","9.869916915893555","9.869916915893555","2984","2984","2984","9.916500091552734","9.916500091552734","9.916500091552734","2984","2984","2984","9.803500175476074","9.803500175476074","9.803500175476074","2984","2984","2984","9.632583618164062","9.632583618164062","9.632583618164062"
"347","2993","2993","2993","9.403833389282227","9.403833389282227","9.403833389282227","2993","2993","2993","9.830333709716797","9.830333709716797","9.830333709716797","2993","2993","2993","9.98741626739502","9.98741626739502","9.98741626739502","2993","2993","2993","9.791666984558105","9.791666984558105","9.791666984558105","2993","2993","2993","9.69849967956543","9.69849967956543","9.69849967956543"
"348","3001","3001","3001","9.597000122070312","9.597000122070312","9.597000122070312","3001","3001","3001","9.803583145141602","9.803583145141602","9.803583145141602","3001","3001","3001","9.960166931152344","9.960166931152344","9.960166931152344","3001","3001","3001","9.893750190734863","9.893750190734863","9.893750190734863","3001","3001","3001","9.545916557312012","9.545916557312012","9.545916557312012"
"349","3010","3010","3010","9.428500175476074","9.428500175476074","9.428500175476074","3010","3010","3010","9.819499969482422","9.819499969482422","9.819499969482422","3010","3010","3010","9.945083618164062","9.945083618164062","9.945083618164062","3010","3010","3010","9.838833808898926","9.838833808898926","9.838833808898926","3010","3010","3010","9.78808307647705","9.78808307647705","9.78808307647705"
"350","3019","3019","3019","9.641416549682617","9.641416549682617","9.641416549682617","3019","3019","3019","9.849833488464355","9.849833488464355","9.849833488464355","3019","3019","3019","9.975916862487793","9.975916862487793","9.975916862487793","3019","3019","3019","9.938666343688965","9.938666343688965","9.938666343688965","3019","3019","3019","9.702249526977539","9.702249526977539","9.702249526977539"
"351","3028","3028","3028","9.571249961853027","9.571249961853027","9.571249961853027","3028","3028","3028","9.854583740234375","9.854583740234375","9.854583740234375","3028","3028","3028","9.974499702453613","9.974499702453613","9.974499702453613","3028","3028","3028","9.841500282287598","9.841500282287598","9.841500282287598","3028","3028","3028","9.673083305358887","9.673083305358887","9.673083305358887"
"352","3036","3036","3036","9.519499778747559","9.519499778747559","9.519499778747559","3036","3036","3036","9.826167106628418","9.826167106628418","9.826167106628418","3036","3036","3036","9.956666946411133","9.956666946411133","9.956666946411133","3036","3036","3036","9.77649974822998","9.77649974822998","9.77649974822998","3036","3036","3036","9.579667091369629","9.579667091369629","9.579667091369629"
"353","3045","3045","3045","9.595916748046875","9.595916748046875","9.595916748046875","3045","3045","3045","9.86674976348877","9.86674976348877","9.86674976348877","3045","3045","3045","9.98550033569336","9.98550033569336","9.98550033569336","3045","3045","3045","9.892416954040527","9.892416954040527","9.892416954040527","3045","3045","3045","9.628083229064941","9.628083229064941","9.628083229064941"
"354","3053","3053","3053","9.597833633422852","9.597833633422852","9.597833633422852","3053","3053","3053","9.807583808898926","9.807583808898926","9.807583808898926","3053","3053","3053","9.986000061035156","9.986000061035156","9.986000061035156","3053","3053","3053","9.884750366210938","9.884750366210938","9.884750366210938","3053","3053","3053","9.568750381469727","9.568750381469727","9.568750381469727"
"355","3062","3062","3062","9.559082984924316","9.559082984924316","9.559082984924316","3062","3062","3062","9.828666687011719","9.828666687011719","9.828666687011719","3062","3062","3062","9.969083786010742","9.969083786010742","9.969083786010742","3062","3062","3062","9.889666557312012","9.889666557312012","9.889666557312012","3062","3062","3062","9.705416679382324","9.705416679382324","9.705416679382324"
"356","3070","3070","3070","9.375","9.375","9.375","3070","3070","3070","9.885749816894531","9.885749816894531","9.885749816894531","3070","3070","3070","9.99275016784668","9.99275016784668","9.99275016784668","3070","3070","3070","9.912917137145996","9.912917137145996","9.912917137145996","3070","3070","3070","9.761249542236328","9.761249542236328","9.761249542236328"
"357","3079","3079","3079","9.539083480834961","9.539083480834961","9.539083480834961","3079","3079","3079","9.844416618347168","9.844416618347168","9.844416618347168","3079","3079","3079","9.979249954223633","9.979249954223633","9.979249954223633","3079","3079","3079","9.908916473388672","9.908916473388672","9.908916473388672","3079","3079","3079","9.727250099182129","9.727250099182129","9.727250099182129"
"358","3087","3087","3087","9.600500106811523","9.600500106811523","9.600500106811523","3087","3087","3087","9.869832992553711","9.869832992553711","9.869832992553711","3087","3087","3087","9.980416297912598","9.980416297912598","9.980416297912598","3087","3087","3087","9.94141674041748","9.94141674041748","9.94141674041748","3087","3087","3087","9.723416328430176","9.723416328430176","9.723416328430176"
