"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_len","9 - val_len__MIN","9 - val_len__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_len","17 - val_len__MIN","17 - val_len__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_len","33 - val_len__MIN","33 - val_len__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_len","65 - val_len__MIN","65 - val_len__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_len","129 - val_len__MIN","129 - val_len__MAX"
"866","","","","","","","","","","","","","7456","7456","7456","9.979666709899902","9.979666709899902","9.979666709899902","7456","7456","7456","9.912083625793457","9.912083625793457","9.912083625793457","7456","7456","7456","9.930333137512207","9.930333137512207","9.930333137512207"
"867","","","","","","","","","","","","","7465","7465","7465","9.977333068847656","9.977333068847656","9.977333068847656","7465","7465","7465","9.744250297546387","9.744250297546387","9.744250297546387","7465","7465","7465","9.881416320800781","9.881416320800781","9.881416320800781"
"868","","","","","","","","","","","","","7473","7473","7473","9.97933292388916","9.97933292388916","9.97933292388916","7473","7473","7473","9.899499893188477","9.899499893188477","9.899499893188477","7473","7473","7473","9.949749946594238","9.949749946594238","9.949749946594238"
"869","","","","","","","","","","","","","7482","7482","7482","9.928166389465332","9.928166389465332","9.928166389465332","7482","7482","7482","9.847749710083008","9.847749710083008","9.847749710083008","7482","7482","7482","9.973250389099121","9.973250389099121","9.973250389099121"
"870","","","","","","","","","","","","","7491","7491","7491","9.973416328430176","9.973416328430176","9.973416328430176","7491","7491","7491","9.860750198364258","9.860750198364258","9.860750198364258","7491","7491","7491","9.856666564941406","9.856666564941406","9.856666564941406"
"871","","","","","","","","","","","","","7500","7500","7500","9.961583137512207","9.961583137512207","9.961583137512207","7500","7500","7500","9.856833457946777","9.856833457946777","9.856833457946777","7500","7500","7500","9.84766674041748","9.84766674041748","9.84766674041748"
"872","","","","","","","","","","","","","7508","7508","7508","9.975749969482422","9.975749969482422","9.975749969482422","7508","7508","7508","9.82841682434082","9.82841682434082","9.82841682434082","7508","7508","7508","9.873167037963867","9.873167037963867","9.873167037963867"
"873","","","","","","","","","","","","","7517","7517","7517","9.974082946777344","9.974082946777344","9.974082946777344","7517","7517","7517","9.83566665649414","9.83566665649414","9.83566665649414","7517","7517","7517","9.903166770935059","9.903166770935059","9.903166770935059"
"874","","","","","","","","","","","","","7525","7525","7525","9.947416305541992","9.947416305541992","9.947416305541992","7525","7525","7525","9.845749855041504","9.845749855041504","9.845749855041504","7525","7525","7525","9.903083801269531","9.903083801269531","9.903083801269531"
"875","","","","","","","","","","","","","7534","7534","7534","9.970000267028809","9.970000267028809","9.970000267028809","7534","7534","7534","9.88224983215332","9.88224983215332","9.88224983215332","7534","7534","7534","9.815999984741211","9.815999984741211","9.815999984741211"
"876","","","","","","","","","","","","","7542","7542","7542","9.986499786376953","9.986499786376953","9.986499786376953","7542","7542","7542","9.873583793640137","9.873583793640137","9.873583793640137","7542","7542","7542","9.89858341217041","9.89858341217041","9.89858341217041"
"877","","","","","","","","","","","","","7551","7551","7551","9.951416969299316","9.951416969299316","9.951416969299316","7551","7551","7551","9.873666763305664","9.873666763305664","9.873666763305664","7551","7551","7551","9.896333694458008","9.896333694458008","9.896333694458008"
"878","","","","","","","","","","","","","7559","7559","7559","9.933416366577148","9.933416366577148","9.933416366577148","7559","7559","7559","9.845666885375977","9.845666885375977","9.845666885375977","7559","7559","7559","9.824333190917969","9.824333190917969","9.824333190917969"
"879","","","","","","","","","","","","","7568","7568","7568","9.959416389465332","9.959416389465332","9.959416389465332","7568","7568","7568","9.919500350952148","9.919500350952148","9.919500350952148","7568","7568","7568","9.87166690826416","9.87166690826416","9.87166690826416"
"880","","","","","","","","","","","","","7577","7577","7577","9.976666450500488","9.976666450500488","9.976666450500488","7577","7577","7577","9.826083183288574","9.826083183288574","9.826083183288574","7577","7577","7577","9.907750129699707","9.907750129699707","9.907750129699707"
"881","","","","","","","","","","","","","7586","7586","7586","9.988166809082031","9.988166809082031","9.988166809082031","7586","7586","7586","9.827333450317383","9.827333450317383","9.827333450317383","7586","7586","7586","9.905750274658203","9.905750274658203","9.905750274658203"
"882","","","","","","","","","","","","","7594","7594","7594","9.985583305358887","9.985583305358887","9.985583305358887","7594","7594","7594","9.848666191101074","9.848666191101074","9.848666191101074","7594","7594","7594","9.899333000183105","9.899333000183105","9.899333000183105"
"883","","","","","","","","","","","","","7603","7603","7603","9.970083236694336","9.970083236694336","9.970083236694336","7603","7603","7603","9.7614164352417","9.7614164352417","9.7614164352417","7603","7603","7603","9.924500465393066","9.924500465393066","9.924500465393066"
"884","","","","","","","","","","","","","7611","7611","7611","9.950833320617676","9.950833320617676","9.950833320617676","7611","7611","7611","9.841166496276855","9.841166496276855","9.841166496276855","7611","7611","7611","9.820416450500488","9.820416450500488","9.820416450500488"
"885","","","","","","","","","","","","","7620","7620","7620","9.987667083740234","9.987667083740234","9.987667083740234","7620","7620","7620","9.796500205993652","9.796500205993652","9.796500205993652","7620","7620","7620","9.831417083740234","9.831417083740234","9.831417083740234"
"886","","","","","","","","","","","","","7628","7628","7628","9.982250213623047","9.982250213623047","9.982250213623047","7628","7628","7628","9.853249549865723","9.853249549865723","9.853249549865723","7628","7628","7628","9.852333068847656","9.852333068847656","9.852333068847656"
"887","","","","","","","","","","","","","7637","7637","7637","9.971333503723145","9.971333503723145","9.971333503723145","7637","7637","7637","9.829833030700684","9.829833030700684","9.829833030700684","7637","7637","7637","9.943249702453613","9.943249702453613","9.943249702453613"
"888","","","","","","","","","","","","","7645","7645","7645","9.985583305358887","9.985583305358887","9.985583305358887","7645","7645","7645","9.892582893371582","9.892582893371582","9.892582893371582","7645","7645","7645","9.912500381469727","9.912500381469727","9.912500381469727"
"889","","","","","","","","","","","","","7654","7654","7654","9.966833114624023","9.966833114624023","9.966833114624023","7654","7654","7654","9.888166427612305","9.888166427612305","9.888166427612305","7654","7654","7654","9.944666862487793","9.944666862487793","9.944666862487793"
"890","","","","","","","","","","","","","7663","7663","7663","9.978833198547363","9.978833198547363","9.978833198547363","7663","7663","7663","9.79616641998291","9.79616641998291","9.79616641998291","7663","7663","7663","9.8836669921875","9.8836669921875","9.8836669921875"
"891","","","","","","","","","","","","","7672","7672","7672","9.968832969665527","9.968832969665527","9.968832969665527","7672","7672","7672","9.747750282287598","9.747750282287598","9.747750282287598","7672","7672","7672","9.742583274841309","9.742583274841309","9.742583274841309"
"892","","","","","","","","","","","","","7680","7680","7680","9.973666191101074","9.973666191101074","9.973666191101074","7680","7680","7680","9.793000221252441","9.793000221252441","9.793000221252441","7680","7680","7680","9.871749877929688","9.871749877929688","9.871749877929688"
"893","","","","","","","","","","","","","7689","7689","7689","9.94041633605957","9.94041633605957","9.94041633605957","7689","7689","7689","9.829916954040527","9.829916954040527","9.829916954040527","7689","7689","7689","9.870083808898926","9.870083808898926","9.870083808898926"
"894","","","","","","","","","","","","","7697","7697","7697","9.956083297729492","9.956083297729492","9.956083297729492","7697","7697","7697","9.8551664352417","9.8551664352417","9.8551664352417","7697","7697","7697","9.890166282653809","9.890166282653809","9.890166282653809"
"895","","","","","","","","","","","","","7706","7706","7706","9.97783374786377","9.97783374786377","9.97783374786377","7706","7706","7706","9.889416694641113","9.889416694641113","9.889416694641113","7706","7706","7706","9.855916976928711","9.855916976928711","9.855916976928711"
"896","","","","","","","","","","","","","7714","7714","7714","9.967833518981934","9.967833518981934","9.967833518981934","7714","7714","7714","9.790249824523926","9.790249824523926","9.790249824523926","7714","7714","7714","9.834500312805176","9.834500312805176","9.834500312805176"
"897","","","","","","","","","","","","","7723","7723","7723","9.968916893005371","9.968916893005371","9.968916893005371","7723","7723","7723","9.924333572387695","9.924333572387695","9.924333572387695","7723","7723","7723","9.905916213989258","9.905916213989258","9.905916213989258"
"898","","","","","","","","","","","","","7731","7731","7731","9.96049976348877","9.96049976348877","9.96049976348877","7731","7731","7731","9.896333694458008","9.896333694458008","9.896333694458008","7731","7731","7731","9.94658374786377","9.94658374786377","9.94658374786377"
"899","","","","","","","","","","","","","7740","7740","7740","9.960332870483398","9.960332870483398","9.960332870483398","7740","7740","7740","9.854000091552734","9.854000091552734","9.854000091552734","7740","7740","7740","9.783082962036133","9.783082962036133","9.783082962036133"
"900","","","","","","","","","","","","","7749","7749","7749","9.977666854858398","9.977666854858398","9.977666854858398","7749","7749","7749","9.876250267028809","9.876250267028809","9.876250267028809","7749","7749","7749","9.875666618347168","9.875666618347168","9.875666618347168"
"901","","","","","","","","","","","","","7758","7758","7758","9.923832893371582","9.923832893371582","9.923832893371582","7758","7758","7758","9.901333808898926","9.901333808898926","9.901333808898926","7758","7758","7758","9.890250205993652","9.890250205993652","9.890250205993652"
"902","","","","","","","","","","","","","7766","7766","7766","9.986332893371582","9.986332893371582","9.986332893371582","7766","7766","7766","9.871833801269531","9.871833801269531","9.871833801269531","7766","7766","7766","9.894499778747559","9.894499778747559","9.894499778747559"
"903","","","","","","","","","","","","","7775","7775","7775","9.946000099182129","9.946000099182129","9.946000099182129","7775","7775","7775","9.853583335876465","9.853583335876465","9.853583335876465","7775","7775","7775","9.913833618164062","9.913833618164062","9.913833618164062"
"904","","","","","","","","","","","","","7783","7783","7783","9.928999900817871","9.928999900817871","9.928999900817871","7783","7783","7783","9.885000228881836","9.885000228881836","9.885000228881836","7783","7783","7783","9.906499862670898","9.906499862670898","9.906499862670898"
"905","","","","","","","","","","","","","7792","7792","7792","9.98075008392334","9.98075008392334","9.98075008392334","7792","7792","7792","9.870750427246094","9.870750427246094","9.870750427246094","7792","7792","7792","9.899083137512207","9.899083137512207","9.899083137512207"
"906","","","","","","","","","","","","","7800","7800","7800","9.975666999816895","9.975666999816895","9.975666999816895","7800","7800","7800","9.88991641998291","9.88991641998291","9.88991641998291","7800","7800","7800","9.925416946411133","9.925416946411133","9.925416946411133"
"907","","","","","","","","","","","","","7809","7809","7809","9.968832969665527","9.968832969665527","9.968832969665527","7809","7809","7809","9.904833793640137","9.904833793640137","9.904833793640137","7809","7809","7809","9.885666847229004","9.885666847229004","9.885666847229004"
"908","","","","","","","","","","","","","7817","7817","7817","9.957666397094727","9.957666397094727","9.957666397094727","7817","7817","7817","9.880583763122559","9.880583763122559","9.880583763122559","7817","7817","7817","9.954000473022461","9.954000473022461","9.954000473022461"
"909","","","","","","","","","","","","","7826","7826","7826","9.968500137329102","9.968500137329102","9.968500137329102","7826","7826","7826","9.867166519165039","9.867166519165039","9.867166519165039","7826","7826","7826","9.817500114440918","9.817500114440918","9.817500114440918"
"910","","","","","","","","","","","","","7835","7835","7835","9.970833778381348","9.970833778381348","9.970833778381348","7835","7835","7835","9.782833099365234","9.782833099365234","9.782833099365234","7835","7835","7835","9.922833442687988","9.922833442687988","9.922833442687988"
"911","","","","","","","","","","","","","7844","7844","7844","9.96975040435791","9.96975040435791","9.96975040435791","7844","7844","7844","9.895583152770996","9.895583152770996","9.895583152770996","7844","7844","7844","9.855250358581543","9.855250358581543","9.855250358581543"
"912","","","","","","","","","","","","","7852","7852","7852","9.982500076293945","9.982500076293945","9.982500076293945","7852","7852","7852","9.779000282287598","9.779000282287598","9.779000282287598","7852","7852","7852","9.931916236877441","9.931916236877441","9.931916236877441"
"913","","","","","","","","","","","","","7861","7861","7861","9.965250015258789","9.965250015258789","9.965250015258789","7861","7861","7861","9.793499946594238","9.793499946594238","9.793499946594238","7861","7861","7861","9.814749717712402","9.814749717712402","9.814749717712402"
"914","","","","","","","","","","","","","7869","7869","7869","9.983499526977539","9.983499526977539","9.983499526977539","7869","7869","7869","9.812833786010742","9.812833786010742","9.812833786010742","7869","7869","7869","9.900750160217285","9.900750160217285","9.900750160217285"
"915","","","","","","","","","","","","","7878","7878","7878","9.978833198547363","9.978833198547363","9.978833198547363","7878","7878","7878","9.33174991607666","9.33174991607666","9.33174991607666","7878","7878","7878","9.906000137329102","9.906000137329102","9.906000137329102"
"916","","","","","","","","","","","","","7886","7886","7886","9.984000205993652","9.984000205993652","9.984000205993652","7886","7886","7886","9.665916442871094","9.665916442871094","9.665916442871094","7886","7886","7886","9.736000061035156","9.736000061035156","9.736000061035156"
"917","","","","","","","","","","","","","7895","7895","7895","9.978416442871094","9.978416442871094","9.978416442871094","7895","7895","7895","9.869832992553711","9.869832992553711","9.869832992553711","7895","7895","7895","9.922833442687988","9.922833442687988","9.922833442687988"
"918","","","","","","","","","","","","","7903","7903","7903","9.98408317565918","9.98408317565918","9.98408317565918","7903","7903","7903","9.912917137145996","9.912917137145996","9.912917137145996","7903","7903","7903","9.853083610534668","9.853083610534668","9.853083610534668"
"919","","","","","","","","","","","","","7912","7912","7912","9.973250389099121","9.973250389099121","9.973250389099121","7912","7912","7912","9.877249717712402","9.877249717712402","9.877249717712402","7912","7912","7912","9.769749641418457","9.769749641418457","9.769749641418457"
"920","","","","","","","","","","","","","7921","7921","7921","9.98900032043457","9.98900032043457","9.98900032043457","7921","7921","7921","9.770750045776367","9.770750045776367","9.770750045776367","7921","7921","7921","9.927833557128906","9.927833557128906","9.927833557128906"
"921","","","","","","","","","","","","","7930","7930","7930","9.959166526794434","9.959166526794434","9.959166526794434","7930","7930","7930","9.912416458129883","9.912416458129883","9.912416458129883","7930","7930","7930","9.881416320800781","9.881416320800781","9.881416320800781"
"922","","","","","","","","","","","","","7938","7938","7938","9.987500190734863","9.987500190734863","9.987500190734863","7938","7938","7938","9.87458324432373","9.87458324432373","9.87458324432373","7938","7938","7938","9.828332901000977","9.828332901000977","9.828332901000977"
"923","","","","","","","","","","","","","7947","7947","7947","9.987750053405762","9.987750053405762","9.987750053405762","7947","7947","7947","9.852916717529297","9.852916717529297","9.852916717529297","7947","7947","7947","9.913583755493164","9.913583755493164","9.913583755493164"
"924","","","","","","","","","","","","","7955","7955","7955","9.968416213989258","9.968416213989258","9.968416213989258","7955","7955","7955","9.716833114624023","9.716833114624023","9.716833114624023","7955","7955","7955","9.888083457946777","9.888083457946777","9.888083457946777"
"925","","","","","","","","","","","","","7964","7964","7964","9.975749969482422","9.975749969482422","9.975749969482422","7964","7964","7964","9.879833221435547","9.879833221435547","9.879833221435547","7964","7964","7964","9.890166282653809","9.890166282653809","9.890166282653809"
"926","","","","","","","","","","","","","7972","7972","7972","9.978500366210938","9.978500366210938","9.978500366210938","7972","7972","7972","9.797499656677246","9.797499656677246","9.797499656677246","7972","7972","7972","9.92158317565918","9.92158317565918","9.92158317565918"
"927","","","","","","","","","","","","","7981","7981","7981","9.97933292388916","9.97933292388916","9.97933292388916","7981","7981","7981","9.880083084106445","9.880083084106445","9.880083084106445","7981","7981","7981","9.869832992553711","9.869832992553711","9.869832992553711"
"928","","","","","","","","","","","","","7989","7989","7989","9.95616626739502","9.95616626739502","9.95616626739502","7989","7989","7989","9.833083152770996","9.833083152770996","9.833083152770996","7989","7989","7989","9.783833503723145","9.783833503723145","9.783833503723145"
"929","","","","","","","","","","","","","7998","7998","7998","9.971500396728516","9.971500396728516","9.971500396728516","7998","7998","7998","9.878083229064941","9.878083229064941","9.878083229064941","7998","7998","7998","9.83608341217041","9.83608341217041","9.83608341217041"
"930","","","","","","","","","","","","","8007","8007","8007","9.96875","9.96875","9.96875","8007","8007","8007","9.88991641998291","9.88991641998291","9.88991641998291","8007","8007","8007","9.868916511535645","9.868916511535645","9.868916511535645"
"931","","","","","","","","","","","","","8016","8016","8016","9.958582878112793","9.958582878112793","9.958582878112793","8016","8016","8016","9.787333488464355","9.787333488464355","9.787333488464355","8016","8016","8016","9.877249717712402","9.877249717712402","9.877249717712402"
"932","","","","","","","","","","","","","8024","8024","8024","9.967916488647461","9.967916488647461","9.967916488647461","8024","8024","8024","9.835583686828613","9.835583686828613","9.835583686828613","8024","8024","8024","9.89858341217041","9.89858341217041","9.89858341217041"
"933","","","","","","","","","","","","","8033","8033","8033","9.950249671936035","9.950249671936035","9.950249671936035","8033","8033","8033","9.763500213623047","9.763500213623047","9.763500213623047","8033","8033","8033","9.76491641998291","9.76491641998291","9.76491641998291"
"934","","","","","","","","","","","","","8041","8041","8041","9.979999542236328","9.979999542236328","9.979999542236328","8041","8041","8041","9.913999557495117","9.913999557495117","9.913999557495117","8041","8041","8041","9.802083015441895","9.802083015441895","9.802083015441895"
"935","","","","","","","","","","","","","8050","8050","8050","9.9801664352417","9.9801664352417","9.9801664352417","8050","8050","8050","9.884666442871094","9.884666442871094","9.884666442871094","8050","8050","8050","9.88308334350586","9.88308334350586","9.88308334350586"
"936","","","","","","","","","","","","","8058","8058","8058","9.987500190734863","9.987500190734863","9.987500190734863","8058","8058","8058","9.907333374023438","9.907333374023438","9.907333374023438","8058","8058","8058","9.911916732788086","9.911916732788086","9.911916732788086"
"937","","","","","","","","","","","","","8067","8067","8067","9.987250328063965","9.987250328063965","9.987250328063965","8067","8067","8067","9.916500091552734","9.916500091552734","9.916500091552734","8067","8067","8067","9.81350040435791","9.81350040435791","9.81350040435791"
"938","","","","","","","","","","","","","8075","8075","8075","9.95633316040039","9.95633316040039","9.95633316040039","8075","8075","8075","9.905166625976562","9.905166625976562","9.905166625976562","8075","8075","8075","9.833749771118164","9.833749771118164","9.833749771118164"
"939","","","","","","","","","","","","","8084","8084","8084","9.96108341217041","9.96108341217041","9.96108341217041","8084","8084","8084","9.809499740600586","9.809499740600586","9.809499740600586","8084","8084","8084","9.919750213623047","9.919750213623047","9.919750213623047"
"940","","","","","","","","","","","","","8093","8093","8093","9.982333183288574","9.982333183288574","9.982333183288574","8093","8093","8093","9.930749893188477","9.930749893188477","9.930749893188477","8093","8093","8093","9.889249801635742","9.889249801635742","9.889249801635742"
"941","","","","","","","","","","","","","8102","8102","8102","9.97558307647705","9.97558307647705","9.97558307647705","8102","8102","8102","9.886500358581543","9.886500358581543","9.886500358581543","8102","8102","8102","9.90233325958252","9.90233325958252","9.90233325958252"
"942","","","","","","","","","","","","","8110","8110","8110","9.979833602905273","9.979833602905273","9.979833602905273","8110","8110","8110","9.713582992553711","9.713582992553711","9.713582992553711","8110","8110","8110","9.888083457946777","9.888083457946777","9.888083457946777"
"943","","","","","","","","","","","","","8119","8119","8119","9.964666366577148","9.964666366577148","9.964666366577148","8119","8119","8119","9.925833702087402","9.925833702087402","9.925833702087402","8119","8119","8119","9.866167068481445","9.866167068481445","9.866167068481445"
"944","","","","","","","","","","","","","8127","8127","8127","9.971750259399414","9.971750259399414","9.971750259399414","8127","8127","8127","9.853500366210938","9.853500366210938","9.853500366210938","8127","8127","8127","9.919917106628418","9.919917106628418","9.919917106628418"
"945","","","","","","","","","","","","","8136","8136","8136","9.977749824523926","9.977749824523926","9.977749824523926","8136","8136","8136","9.932250022888184","9.932250022888184","9.932250022888184","8136","8136","8136","9.858750343322754","9.858750343322754","9.858750343322754"
"946","","","","","","","","","","","","","8144","8144","8144","9.969583511352539","9.969583511352539","9.969583511352539","8144","8144","8144","9.897250175476074","9.897250175476074","9.897250175476074","8144","8144","8144","9.883916854858398","9.883916854858398","9.883916854858398"
"947","","","","","","","","","","","","","8153","8153","8153","9.959166526794434","9.959166526794434","9.959166526794434","8153","8153","8153","9.899333000183105","9.899333000183105","9.899333000183105","8153","8153","8153","9.729249954223633","9.729249954223633","9.729249954223633"
"948","","","","","","","","","","","","","8161","8161","8161","9.953166961669922","9.953166961669922","9.953166961669922","8161","8161","8161","9.918416976928711","9.918416976928711","9.918416976928711","8161","8161","8161","9.834917068481445","9.834917068481445","9.834917068481445"
"949","","","","","","","","","","","","","8170","8170","8170","9.977666854858398","9.977666854858398","9.977666854858398","8170","8170","8170","9.879166603088379","9.879166603088379","9.879166603088379","8170","8170","8170","9.794333457946777","9.794333457946777","9.794333457946777"
"950","","","","","","","","","","","","","8179","8179","8179","9.97933292388916","9.97933292388916","9.97933292388916","8179","8179","8179","9.884499549865723","9.884499549865723","9.884499549865723","8179","8179","8179","9.880416870117188","9.880416870117188","9.880416870117188"
"951","","","","","","","","","","","","","8188","8188","8188","9.97599983215332","9.97599983215332","9.97599983215332","8188","8188","8188","9.831916809082031","9.831916809082031","9.831916809082031","8188","8188","8188","9.855083465576172","9.855083465576172","9.855083465576172"
"952","","","","","","","","","","","","","8196","8196","8196","9.973666191101074","9.973666191101074","9.973666191101074","8196","8196","8196","9.852916717529297","9.852916717529297","9.852916717529297","8196","8196","8196","9.88208293914795","9.88208293914795","9.88208293914795"
"953","","","","","","","","","","","","","8205","8205","8205","9.96933364868164","9.96933364868164","9.96933364868164","8205","8205","8205","9.89366626739502","9.89366626739502","9.89366626739502","8205","8205","8205","9.834917068481445","9.834917068481445","9.834917068481445"
"954","","","","","","","","","","","","","8213","8213","8213","9.981416702270508","9.981416702270508","9.981416702270508","8213","8213","8213","9.867166519165039","9.867166519165039","9.867166519165039","8213","8213","8213","9.749833106994629","9.749833106994629","9.749833106994629"
"955","","","","","","","","","","","","","8222","8222","8222","9.972000122070312","9.972000122070312","9.972000122070312","8222","8222","8222","9.809416770935059","9.809416770935059","9.809416770935059","8222","8222","8222","9.855667114257812","9.855667114257812","9.855667114257812"
"956","","","","","","","","","","","","","8230","8230","8230","9.967000007629395","9.967000007629395","9.967000007629395","8230","8230","8230","9.909667015075684","9.909667015075684","9.909667015075684","8230","8230","8230","9.797916412353516","9.797916412353516","9.797916412353516"
"957","","","","","","","","","","","","","8239","8239","8239","9.98133373260498","9.98133373260498","9.98133373260498","8239","8239","8239","9.873833656311035","9.873833656311035","9.873833656311035","8239","8239","8239","9.830833435058594","9.830833435058594","9.830833435058594"
"958","","","","","","","","","","","","","8247","8247","8247","9.973666191101074","9.973666191101074","9.973666191101074","8247","8247","8247","9.90916633605957","9.90916633605957","9.90916633605957","8247","8247","8247","9.887916564941406","9.887916564941406","9.887916564941406"
"959","","","","","","","","","","","","","8256","8256","8256","9.978583335876465","9.978583335876465","9.978583335876465","8256","8256","8256","9.874750137329102","9.874750137329102","9.874750137329102","8256","8256","8256","9.902583122253418","9.902583122253418","9.902583122253418"
"960","","","","","","","","","","","","","8265","8265","8265","9.970999717712402","9.970999717712402","9.970999717712402","8265","8265","8265","9.912416458129883","9.912416458129883","9.912416458129883","8265","8265","8265","9.906583786010742","9.906583786010742","9.906583786010742"
"961","","","","","","","","","","","","","8274","8274","8274","9.958083152770996","9.958083152770996","9.958083152770996","8274","8274","8274","9.890083312988281","9.890083312988281","9.890083312988281","8274","8274","8274","9.885916709899902","9.885916709899902","9.885916709899902"
"962","","","","","","","","","","","","","8282","8282","8282","9.96833324432373","9.96833324432373","9.96833324432373","8282","8282","8282","9.884499549865723","9.884499549865723","9.884499549865723","8282","8282","8282","9.891666412353516","9.891666412353516","9.891666412353516"
"963","","","","","","","","","","","","","8291","8291","8291","9.942500114440918","9.942500114440918","9.942500114440918","8291","8291","8291","9.849333763122559","9.849333763122559","9.849333763122559","8291","8291","8291","9.88558292388916","9.88558292388916","9.88558292388916"
"964","","","","","","","","","","","","","8299","8299","8299","9.954916954040527","9.954916954040527","9.954916954040527","8299","8299","8299","9.869333267211914","9.869333267211914","9.869333267211914","8299","8299","8299","9.900416374206543","9.900416374206543","9.900416374206543"
"965","","","","","","","","","","","","","8308","8308","8308","9.952166557312012","9.952166557312012","9.952166557312012","8308","8308","8308","9.883999824523926","9.883999824523926","9.883999824523926","8308","8308","8308","9.867583274841309","9.867583274841309","9.867583274841309"
"966","","","","","","","","","","","","","8316","8316","8316","9.98550033569336","9.98550033569336","9.98550033569336","8316","8316","8316","9.915416717529297","9.915416717529297","9.915416717529297","8316","8316","8316","9.899582862854004","9.899582862854004","9.899582862854004"
"967","","","","","","","","","","","","","8325","8325","8325","9.976333618164062","9.976333618164062","9.976333618164062","8325","8325","8325","9.88325023651123","9.88325023651123","9.88325023651123","8325","8325","8325","9.752416610717773","9.752416610717773","9.752416610717773"
"968","","","","","","","","","","","","","8333","8333","8333","9.980667114257812","9.980667114257812","9.980667114257812","8333","8333","8333","9.896416664123535","9.896416664123535","9.896416664123535","8333","8333","8333","9.784000396728516","9.784000396728516","9.784000396728516"
"969","","","","","","","","","","","","","8342","8342","8342","9.964333534240723","9.964333534240723","9.964333534240723","8342","8342","8342","9.935832977294922","9.935832977294922","9.935832977294922","8342","8342","8342","9.86441707611084","9.86441707611084","9.86441707611084"
"970","","","","","","","","","","","","","8351","8351","8351","9.972416877746582","9.972416877746582","9.972416877746582","8351","8351","8351","9.889082908630371","9.889082908630371","9.889082908630371","8351","8351","8351","9.920416831970215","9.920416831970215","9.920416831970215"
"971","","","","","","","","","","","","","8360","8360","8360","9.974499702453613","9.974499702453613","9.974499702453613","8360","8360","8360","9.908082962036133","9.908082962036133","9.908082962036133","8360","8360","8360","9.813166618347168","9.813166618347168","9.813166618347168"
"972","","","","","","","","","","","","","8368","8368","8368","9.9662504196167","9.9662504196167","9.9662504196167","8368","8368","8368","9.805916786193848","9.805916786193848","9.805916786193848","8368","8368","8368","9.72783374786377","9.72783374786377","9.72783374786377"
"973","","","","","","","","","","","","","8377","8377","8377","9.98116683959961","9.98116683959961","9.98116683959961","8377","8377","8377","9.929666519165039","9.929666519165039","9.929666519165039","8377","8377","8377","9.908166885375977","9.908166885375977","9.908166885375977"
"974","","","","","","","","","","","","","8385","8385","8385","9.978666305541992","9.978666305541992","9.978666305541992","8385","8385","8385","9.846416473388672","9.846416473388672","9.846416473388672","8385","8385","8385","9.80816650390625","9.80816650390625","9.80816650390625"
"975","","","","","","","","","","","","","8394","8394","8394","9.990500450134277","9.990500450134277","9.990500450134277","8394","8394","8394","9.888667106628418","9.888667106628418","9.888667106628418","8394","8394","8394","9.844249725341797","9.844249725341797","9.844249725341797"
"976","","","","","","","","","","","","","8402","8402","8402","9.971750259399414","9.971750259399414","9.971750259399414","8402","8402","8402","9.858083724975586","9.858083724975586","9.858083724975586","8402","8402","8402","9.819916725158691","9.819916725158691","9.819916725158691"
"977","","","","","","","","","","","","","8411","8411","8411","9.972000122070312","9.972000122070312","9.972000122070312","8411","8411","8411","9.905500411987305","9.905500411987305","9.905500411987305","8411","8411","8411","9.819083213806152","9.819083213806152","9.819083213806152"
"978","","","","","","","","","","","","","8419","8419","8419","9.976499557495117","9.976499557495117","9.976499557495117","8419","8419","8419","9.899666786193848","9.899666786193848","9.899666786193848","8419","8419","8419","9.898083686828613","9.898083686828613","9.898083686828613"
"979","","","","","","","","","","","","","8428","8428","8428","9.973250389099121","9.973250389099121","9.973250389099121","8428","8428","8428","9.822416305541992","9.822416305541992","9.822416305541992","8428","8428","8428","9.917083740234375","9.917083740234375","9.917083740234375"
"980","","","","","","","","","","","","","8437","8437","8437","9.9575834274292","9.9575834274292","9.9575834274292","8437","8437","8437","9.9087495803833","9.9087495803833","9.9087495803833","8437","8437","8437","9.898833274841309","9.898833274841309","9.898833274841309"
"981","","","","","","","","","","","","","8446","8446","8446","9.984000205993652","9.984000205993652","9.984000205993652","8446","8446","8446","9.897250175476074","9.897250175476074","9.897250175476074","8446","8446","8446","9.865249633789062","9.865249633789062","9.865249633789062"
"982","","","","","","","","","","","","","8454","8454","8454","9.935832977294922","9.935832977294922","9.935832977294922","8454","8454","8454","9.88658332824707","9.88658332824707","9.88658332824707","8454","8454","8454","9.822083473205566","9.822083473205566","9.822083473205566"
"983","","","","","","","","","","","","","8463","8463","8463","9.970333099365234","9.970333099365234","9.970333099365234","8463","8463","8463","9.832916259765625","9.832916259765625","9.832916259765625","8463","8463","8463","9.705666542053223","9.705666542053223","9.705666542053223"
"984","","","","","","","","","","","","","8471","8471","8471","9.952666282653809","9.952666282653809","9.952666282653809","8471","8471","8471","9.881416320800781","9.881416320800781","9.881416320800781","8471","8471","8471","9.90291690826416","9.90291690826416","9.90291690826416"
